199	200	200
21	9	1
30	10	1
6	13	1
10	26	1
8	26	1
27	11	1
14	41	1
2	1	1
8	21	1
5	20	1
7	9	1
7	4	1
21	4	1
94	14	1
12	9	1
31	9	1
23	15	1
5	12	1
6	2	1
9	2	1
15	17	1
8	3	1
4	15	1
28	8	1
7	10	1
4	12	1
12	8	1
75	11	1
9	22	2
8	11	2
10	11	2
10	10	2
17	64	2
10	6	2
14	15	2
12	29	2
22	8	2
10	38	2
8	13	2
14	27	2
6	25	2
17	3	2
31	7	2
9	11	2
31	5	2
29	45	2
6	19	2
23	12	2
10	16	2
8	3	2
20	24	2
10	24	2
1	4	2
3	9	2
13	8	2
27	5	2
9	8	3
21	13	3
4	15	3
2	9	3
5	31	3
4	27	3
4	25	3
5	21	3
18	41	3
7	12	3
28	12	3
21	9	3
4	4	3
17	9	3
20	10	3
15	5	3
9	18	3
17	10	3
20	6	3
25	7	3
12	16	3
9	9	3
7	16	3
6	13	3
6	3	3
4	9	3
3	11	3
13	4	3
12	4	3
10	29	4
17	22	4
32	22	4
30	5	4
9	5	4
3	18	4
6	23	4
35	7	4
3	6	4
22	33	4
8	10	4
10	41	4
9	41	4
12	45	4
25	4	4
4	4	4
22	5	4
19	16	4
28	5	4
7	32	4
4	5	4
5	15	4
12	10	4
4	6	4
24	7	4
9	21	4
12	3	4
20	4	4
9	4	4
8	8	5
6	9	5
10	5	5
9	11	5
5	11	5
19	29	5
13	8	5
8	38	5
3	1	5
8	20	5
19	45	5
18	41	5
3	4	5
5	3	5
8	4	5
24	12	5
4	10	5
6	9	5
9	9	5
7	13	5
12	9	5
9	17	5
8	10	5
20	4	5
16	3	5
48	11	5
4	6	5
10	6	5
14	4	5
8	2	6
10	2	6
8	5	6
40	18	6
12	74	6
10	5	6
3	5	6
6	13	6
28	4	6
10	11	6
27	14	6
25	12	6
8	5	6
6	18	6
7	19	6
10	3	6
9	18	6
12	18	6
8	10	6
25	27	6
4	24	6
3	19	6
48	8	6
17	17	6
20	10	6
17	13	6
26	13	6
23	5	6
19	50	7
8	50	7
3	15	7
17	7	7
32	7	7
4	23	7
14	7	7
5	13	7
3	9	7
8	52	7
25	9	7
28	9	7
6	12	7
3	9	7
4	9	7
5	4	7
17	4	7
9	19	7
19	38	7
28	27	7
43	13	7
4	27	7
3	15	7
9	30	7
1	4	7
27	8	7
26	17	7
27	11	7
