***2D Rectangular Problem***
***Instances for the Single Large Object Placement Problem (SLOPP)***
Input parameter file: oi.txt
***************************************************************************************************************
Total number of instances 
LargeObject.Length	LargeObject.Width
Number of different item types (i)
Item[i].Length	Item[i].Width	Item[i].LowerBoundDemand	Item[i].UpperBoundDemand	Item[i].Value
***************************************************************************************************************
500
150	150
30
21	23	60	60	483
21	28	60	60	588
20	22	60	60	440
29	24	60	60	696
26	22	60	60	572
22	21	60	60	462
20	29	60	60	580
25	27	60	60	675
24	25	60	60	600
29	30	60	60	870
28	20	60	60	560
20	23	60	60	460
30	20	60	60	600
23	23	60	60	529
24	30	60	60	720
20	30	60	60	600
28	30	60	60	840
27	30	60	60	810
27	26	60	60	702
24	20	60	60	480
30	26	60	60	780
30	30	60	60	900
21	22	60	60	462
20	20	60	60	400
20	26	60	60	520
25	30	60	60	750
28	29	60	60	812
22	25	60	60	550
30	28	60	60	840
20	21	60	60	420
150	150
30
27	22	60	60	594
27	30	60	60	810
28	24	60	60	672
26	21	60	60	546
29	20	60	60	580
23	22	60	60	506
20	30	60	60	600
27	28	60	60	756
26	30	60	60	780
24	20	60	60	480
28	28	60	60	784
20	23	60	60	460
22	20	60	60	440
24	28	60	60	672
30	30	60	60	900
21	23	60	60	483
30	26	60	60	780
25	21	60	60	525
20	29	60	60	580
24	30	60	60	720
27	20	60	60	540
27	27	60	60	729
26	20	60	60	520
30	20	60	60	600
24	22	60	60	528
30	21	60	60	630
21	30	60	60	630
21	20	60	60	420
20	24	60	60	480
20	21	60	60	420
150	150
30
30	20	60	60	600
27	26	60	60	702
22	26	60	60	572
20	23	60	60	460
23	24	60	60	552
20	27	60	60	540
24	22	60	60	528
21	30	60	60	630
29	21	60	60	609
24	20	60	60	480
20	21	60	60	420
20	25	60	60	500
22	24	60	60	528
20	28	60	60	560
25	26	60	60	650
23	26	60	60	598
24	30	60	60	720
22	20	60	60	440
21	20	60	60	420
20	20	60	60	400
30	30	60	60	900
26	20	60	60	520
26	22	60	60	572
23	20	60	60	460
29	22	60	60	638
28	21	60	60	588
28	20	60	60	560
21	27	60	60	567
20	26	60	60	520
20	30	60	60	600
150	150
30
20	29	60	60	580
23	20	60	60	460
24	30	60	60	720
30	29	60	60	870
23	22	60	60	506
28	29	60	60	812
24	21	60	60	504
29	30	60	60	870
30	20	60	60	600
20	28	60	60	560
30	27	60	60	810
25	29	60	60	725
24	25	60	60	600
29	21	60	60	609
20	23	60	60	460
30	30	60	60	900
20	20	60	60	400
22	26	60	60	572
27	26	60	60	702
21	29	60	60	609
30	26	60	60	780
20	24	60	60	480
20	26	60	60	520
28	22	60	60	616
20	25	60	60	500
30	21	60	60	630
26	20	60	60	520
30	24	60	60	720
20	21	60	60	420
25	30	60	60	750
150	150
30
20	23	60	60	460
23	20	60	60	460
28	21	60	60	588
23	22	60	60	506
27	29	60	60	783
27	20	60	60	540
20	30	60	60	600
20	20	60	60	400
25	30	60	60	750
30	30	60	60	900
24	28	60	60	672
20	24	60	60	480
21	30	60	60	630
30	20	60	60	600
21	21	60	60	441
20	21	60	60	420
24	22	60	60	528
30	23	60	60	690
22	21	60	60	462
20	28	60	60	560
20	29	60	60	580
27	27	60	60	729
29	29	60	60	841
26	26	60	60	676
24	23	60	60	552
21	29	60	60	609
29	20	60	60	580
22	28	60	60	616
30	21	60	60	630
29	30	60	60	870
150	150
30
20	23	60	60	460
28	20	60	60	560
20	30	60	60	600
24	30	60	60	720
27	23	60	60	621
20	29	60	60	580
26	27	60	60	702
26	20	60	60	520
30	25	60	60	750
30	20	60	60	600
24	29	60	60	696
24	24	60	60	576
30	30	60	60	900
27	20	60	60	540
30	28	60	60	840
20	28	60	60	560
20	21	60	60	420
30	24	60	60	720
28	22	60	60	616
24	27	60	60	648
21	30	60	60	630
29	20	60	60	580
30	21	60	60	630
25	30	60	60	750
22	30	60	60	660
24	20	60	60	480
22	21	60	60	462
28	30	60	60	840
30	23	60	60	690
25	22	60	60	550
150	150
30
29	30	60	60	870
29	22	60	60	638
30	30	60	60	900
25	30	60	60	750
22	20	60	60	440
29	24	60	60	696
21	27	60	60	567
23	24	60	60	552
20	26	60	60	520
28	30	60	60	840
20	20	60	60	400
29	27	60	60	783
20	29	60	60	580
21	26	60	60	546
22	30	60	60	660
27	25	60	60	675
25	27	60	60	675
21	20	60	60	420
20	28	60	60	560
20	30	60	60	600
20	21	60	60	420
28	21	60	60	588
27	29	60	60	783
23	28	60	60	644
30	20	60	60	600
23	20	60	60	460
20	24	60	60	480
28	20	60	60	560
26	29	60	60	754
29	28	60	60	812
150	150
30
20	20	60	60	400
30	24	60	60	720
30	25	60	60	750
27	24	60	60	648
20	21	60	60	420
22	29	60	60	638
21	21	60	60	441
28	29	60	60	812
28	25	60	60	700
21	22	60	60	462
21	29	60	60	609
25	24	60	60	600
29	27	60	60	783
26	29	60	60	754
22	26	60	60	572
21	20	60	60	420
25	30	60	60	750
23	20	60	60	460
30	30	60	60	900
27	28	60	60	756
27	30	60	60	810
20	25	60	60	500
20	29	60	60	580
30	20	60	60	600
29	20	60	60	580
20	26	60	60	520
26	25	60	60	650
22	20	60	60	440
24	23	60	60	552
28	28	60	60	784
150	150
30
21	25	60	60	525
23	26	60	60	598
20	20	60	60	400
22	21	60	60	462
30	29	60	60	870
27	28	60	60	756
20	21	60	60	420
22	25	60	60	550
24	26	60	60	624
30	25	60	60	750
30	30	60	60	900
21	30	60	60	630
20	30	60	60	600
23	20	60	60	460
26	20	60	60	520
29	23	60	60	667
29	20	60	60	580
20	26	60	60	520
21	21	60	60	441
30	21	60	60	630
23	22	60	60	506
30	27	60	60	810
24	20	60	60	480
21	20	60	60	420
25	20	60	60	500
30	28	60	60	840
22	30	60	60	660
20	23	60	60	460
20	27	60	60	540
26	29	60	60	754
150	150
30
23	28	60	60	644
20	30	60	60	600
29	24	60	60	696
20	28	60	60	560
29	20	60	60	580
20	21	60	60	420
30	22	60	60	660
27	26	60	60	702
22	21	60	60	462
21	21	60	60	441
30	26	60	60	780
30	30	60	60	900
27	30	60	60	810
30	21	60	60	630
25	26	60	60	650
28	27	60	60	756
21	20	60	60	420
26	28	60	60	728
28	23	60	60	644
26	23	60	60	598
30	28	60	60	840
29	23	60	60	667
27	21	60	60	567
20	20	60	60	400
30	27	60	60	810
27	20	60	60	540
30	24	60	60	720
28	20	60	60	560
21	28	60	60	588
23	24	60	60	552
150	150
30
30	24	60	60	720
25	30	60	60	750
20	22	60	60	440
28	24	60	60	672
30	20	60	60	600
23	30	60	60	690
20	23	60	60	460
28	30	60	60	840
27	20	60	60	540
29	22	60	60	638
25	28	60	60	700
20	30	60	60	600
30	21	60	60	630
29	27	60	60	783
30	25	60	60	750
21	30	60	60	630
20	20	60	60	400
30	30	60	60	900
30	27	60	60	810
27	25	60	60	675
20	29	60	60	580
23	20	60	60	460
30	22	60	60	660
27	22	60	60	594
29	21	60	60	609
26	22	60	60	572
20	26	60	60	520
22	20	60	60	440
27	21	60	60	567
21	20	60	60	420
150	150
30
20	29	60	60	580
23	23	60	60	529
25	22	60	60	550
20	23	60	60	460
30	22	60	60	660
21	28	60	60	588
26	25	60	60	650
24	22	60	60	528
30	23	60	60	690
23	22	60	60	506
22	21	60	60	462
24	28	60	60	672
30	30	60	60	900
29	30	60	60	870
23	28	60	60	644
24	21	60	60	504
30	20	60	60	600
23	27	60	60	621
20	30	60	60	600
21	30	60	60	630
22	20	60	60	440
30	26	60	60	780
20	27	60	60	540
29	20	60	60	580
22	27	60	60	594
21	29	60	60	609
30	21	60	60	630
30	25	60	60	750
26	23	60	60	598
30	24	60	60	720
150	150
30
28	20	60	60	560
20	29	60	60	580
27	21	60	60	567
30	27	60	60	810
28	30	60	60	840
30	30	60	60	900
20	25	60	60	500
26	22	60	60	572
20	26	60	60	520
30	20	60	60	600
20	21	60	60	420
20	30	60	60	600
23	27	60	60	621
27	28	60	60	756
20	20	60	60	400
23	21	60	60	483
26	25	60	60	650
28	29	60	60	812
27	23	60	60	621
29	30	60	60	870
26	28	60	60	728
29	29	60	60	841
29	27	60	60	783
25	23	60	60	575
21	28	60	60	588
23	30	60	60	690
23	23	60	60	529
29	21	60	60	609
25	30	60	60	750
22	20	60	60	440
150	150
30
27	20	60	60	540
28	21	60	60	588
30	30	60	60	900
20	20	60	60	400
29	20	60	60	580
30	28	60	60	840
26	30	60	60	780
28	30	60	60	840
23	26	60	60	598
29	23	60	60	667
24	20	60	60	480
29	21	60	60	609
25	30	60	60	750
26	23	60	60	598
21	22	60	60	462
20	30	60	60	600
27	26	60	60	702
25	20	60	60	500
24	28	60	60	672
23	24	60	60	552
20	27	60	60	540
22	26	60	60	572
26	20	60	60	520
29	29	60	60	841
30	25	60	60	750
22	29	60	60	638
30	29	60	60	870
30	20	60	60	600
25	29	60	60	725
20	26	60	60	520
150	150
30
25	27	60	60	675
30	21	60	60	630
20	30	60	60	600
20	20	60	60	400
20	22	60	60	440
23	22	60	60	506
30	30	60	60	900
21	20	60	60	420
22	29	60	60	638
30	20	60	60	600
30	29	60	60	870
29	28	60	60	812
29	23	60	60	667
25	20	60	60	500
25	24	60	60	600
24	25	60	60	600
25	30	60	60	750
28	26	60	60	728
20	29	60	60	580
26	30	60	60	780
20	27	60	60	540
29	20	60	60	580
20	24	60	60	480
20	26	60	60	520
25	29	60	60	725
21	22	60	60	462
23	20	60	60	460
27	22	60	60	594
29	27	60	60	783
27	26	60	60	702
150	150
30
26	23	60	60	598
30	21	60	60	630
29	27	60	60	783
27	24	60	60	648
26	20	60	60	520
28	21	60	60	588
22	21	60	60	462
20	23	60	60	460
22	20	60	60	440
20	29	60	60	580
23	21	60	60	483
30	26	60	60	780
24	22	60	60	528
23	30	60	60	690
25	29	60	60	725
24	27	60	60	648
29	29	60	60	841
29	25	60	60	725
29	22	60	60	638
22	30	60	60	660
23	28	60	60	644
30	22	60	60	660
20	21	60	60	420
28	28	60	60	784
20	24	60	60	480
20	28	60	60	560
21	27	60	60	567
30	28	60	60	840
30	20	60	60	600
21	24	60	60	504
150	150
30
20	21	60	60	420
28	22	60	60	616
30	21	60	60	630
29	23	60	60	667
25	20	60	60	500
30	26	60	60	780
25	29	60	60	725
28	20	60	60	560
29	22	60	60	638
30	23	60	60	690
30	20	60	60	600
21	26	60	60	546
20	30	60	60	600
30	22	60	60	660
26	30	60	60	780
27	24	60	60	648
22	30	60	60	660
24	27	60	60	648
29	30	60	60	870
26	20	60	60	520
23	30	60	60	690
28	30	60	60	840
30	29	60	60	870
24	20	60	60	480
24	26	60	60	624
24	23	60	60	552
30	30	60	60	900
24	29	60	60	696
22	27	60	60	594
22	29	60	60	638
150	150
30
22	26	60	60	572
21	28	60	60	588
30	29	60	60	870
30	20	60	60	600
21	30	60	60	630
24	30	60	60	720
22	30	60	60	660
28	29	60	60	812
22	20	60	60	440
20	20	60	60	400
20	26	60	60	520
24	22	60	60	528
30	22	60	60	660
26	23	60	60	598
25	27	60	60	675
22	29	60	60	638
20	29	60	60	580
21	21	60	60	441
30	21	60	60	630
28	28	60	60	784
27	22	60	60	594
27	21	60	60	567
24	20	60	60	480
23	29	60	60	667
25	21	60	60	525
27	23	60	60	621
28	25	60	60	700
25	29	60	60	725
20	22	60	60	440
30	26	60	60	780
150	150
30
21	22	60	60	462
30	22	60	60	660
25	22	60	60	550
22	21	60	60	462
25	29	60	60	725
28	20	60	60	560
23	29	60	60	667
20	23	60	60	460
29	22	60	60	638
30	20	60	60	600
28	21	60	60	588
27	29	60	60	783
30	28	60	60	840
20	27	60	60	540
29	21	60	60	609
26	30	60	60	780
29	24	60	60	696
23	20	60	60	460
25	21	60	60	525
22	24	60	60	528
30	30	60	60	900
20	24	60	60	480
21	30	60	60	630
29	20	60	60	580
24	20	60	60	480
30	26	60	60	780
28	29	60	60	812
24	26	60	60	624
21	24	60	60	504
22	20	60	60	440
150	150
30
27	20	60	60	540
20	24	60	60	480
29	28	60	60	812
25	29	60	60	725
21	20	60	60	420
25	25	60	60	625
30	22	60	60	660
23	20	60	60	460
22	30	60	60	660
20	29	60	60	580
26	30	60	60	780
30	23	60	60	690
21	30	60	60	630
20	30	60	60	600
21	25	60	60	525
25	23	60	60	575
30	21	60	60	630
29	29	60	60	841
21	26	60	60	546
22	24	60	60	528
30	26	60	60	780
29	30	60	60	870
20	21	60	60	420
30	25	60	60	750
30	28	60	60	840
28	21	60	60	588
26	28	60	60	728
22	20	60	60	440
30	24	60	60	720
29	27	60	60	783
150	150
30
20	24	60	60	480
20	27	60	60	540
30	30	60	60	900
30	26	60	60	780
22	27	60	60	594
30	20	60	60	600
28	20	60	60	560
28	21	60	60	588
30	27	60	60	810
26	27	60	60	702
26	30	60	60	780
23	20	60	60	460
22	23	60	60	506
23	30	60	60	690
23	22	60	60	506
20	21	60	60	420
21	21	60	60	441
24	29	60	60	696
20	20	60	60	400
22	20	60	60	440
26	20	60	60	520
30	22	60	60	660
23	28	60	60	644
30	29	60	60	870
20	30	60	60	600
29	30	60	60	870
28	30	60	60	840
28	28	60	60	784
27	30	60	60	810
20	23	60	60	460
150	150
30
20	30	60	60	600
24	24	60	60	576
22	27	60	60	594
20	21	60	60	420
30	22	60	60	660
24	30	60	60	720
25	28	60	60	700
30	21	60	60	630
30	28	60	60	840
30	29	60	60	870
30	27	60	60	810
23	21	60	60	483
20	28	60	60	560
21	30	60	60	630
30	30	60	60	900
27	23	60	60	621
22	26	60	60	572
20	23	60	60	460
30	24	60	60	720
23	28	60	60	644
26	26	60	60	676
25	29	60	60	725
28	21	60	60	588
25	30	60	60	750
25	27	60	60	675
29	24	60	60	696
20	20	60	60	400
21	29	60	60	609
28	25	60	60	700
23	20	60	60	460
150	150
30
30	23	60	60	690
27	30	60	60	810
30	24	60	60	720
26	20	60	60	520
20	20	60	60	400
21	20	60	60	420
20	22	60	60	440
20	25	60	60	500
28	20	60	60	560
21	30	60	60	630
21	29	60	60	609
27	27	60	60	729
27	29	60	60	783
24	20	60	60	480
28	21	60	60	588
22	20	60	60	440
30	30	60	60	900
22	25	60	60	550
30	27	60	60	810
21	25	60	60	525
24	27	60	60	648
20	30	60	60	600
26	30	60	60	780
29	30	60	60	870
24	30	60	60	720
22	21	60	60	462
22	24	60	60	528
29	26	60	60	754
23	29	60	60	667
21	23	60	60	483
150	150
30
20	20	60	60	400
20	25	60	60	500
27	29	60	60	783
30	28	60	60	840
29	26	60	60	754
20	23	60	60	460
27	30	60	60	810
30	20	60	60	600
22	26	60	60	572
25	26	60	60	650
29	20	60	60	580
30	22	60	60	660
26	20	60	60	520
29	22	60	60	638
24	23	60	60	552
20	29	60	60	580
23	23	60	60	529
30	21	60	60	630
29	30	60	60	870
22	23	60	60	506
27	20	60	60	540
30	30	60	60	900
20	28	60	60	560
25	20	60	60	500
28	20	60	60	560
20	30	60	60	600
25	24	60	60	600
28	25	60	60	700
28	24	60	60	672
29	28	60	60	812
150	150
30
20	30	60	60	600
30	21	60	60	630
21	30	60	60	630
21	24	60	60	504
28	28	60	60	784
21	22	60	60	462
26	29	60	60	754
20	20	60	60	400
21	29	60	60	609
29	20	60	60	580
30	20	60	60	600
27	20	60	60	540
23	23	60	60	529
24	24	60	60	576
21	26	60	60	546
28	24	60	60	672
30	22	60	60	660
26	20	60	60	520
23	20	60	60	460
29	30	60	60	870
23	24	60	60	552
29	25	60	60	725
20	27	60	60	540
21	21	60	60	441
21	27	60	60	567
26	24	60	60	624
23	22	60	60	506
27	24	60	60	648
26	30	60	60	780
26	21	60	60	546
150	150
30
30	22	60	60	660
30	20	60	60	600
30	23	60	60	690
21	20	60	60	420
28	27	60	60	756
20	23	60	60	460
20	30	60	60	600
21	22	60	60	462
25	25	60	60	625
20	29	60	60	580
28	30	60	60	840
20	20	60	60	400
22	25	60	60	550
30	30	60	60	900
27	22	60	60	594
20	26	60	60	520
26	20	60	60	520
22	30	60	60	660
20	22	60	60	440
22	20	60	60	440
20	28	60	60	560
24	20	60	60	480
21	30	60	60	630
30	27	60	60	810
29	24	60	60	696
25	24	60	60	600
27	23	60	60	621
25	21	60	60	525
28	22	60	60	616
23	20	60	60	460
150	150
30
29	21	60	60	609
21	29	60	60	609
20	21	60	60	420
29	25	60	60	725
24	29	60	60	696
24	26	60	60	624
20	25	60	60	500
24	25	60	60	600
30	21	60	60	630
23	29	60	60	667
25	30	60	60	750
28	30	60	60	840
24	27	60	60	648
29	22	60	60	638
26	21	60	60	546
23	23	60	60	529
30	26	60	60	780
26	25	60	60	650
30	22	60	60	660
24	30	60	60	720
28	20	60	60	560
28	24	60	60	672
27	30	60	60	810
28	25	60	60	700
30	29	60	60	870
23	30	60	60	690
30	30	60	60	900
29	20	60	60	580
26	26	60	60	676
20	20	60	60	400
150	150
30
20	26	60	60	520
30	24	60	60	720
24	24	60	60	576
22	21	60	60	462
21	29	60	60	609
28	21	60	60	588
26	24	60	60	624
29	24	60	60	696
29	20	60	60	580
21	30	60	60	630
20	30	60	60	600
30	29	60	60	870
27	30	60	60	810
30	30	60	60	900
21	20	60	60	420
27	20	60	60	540
28	25	60	60	700
28	30	60	60	840
21	24	60	60	504
29	30	60	60	870
30	23	60	60	690
26	21	60	60	546
30	22	60	60	660
29	27	60	60	783
22	29	60	60	638
27	22	60	60	594
20	20	60	60	400
23	27	60	60	621
20	23	60	60	460
27	29	60	60	783
150	150
30
29	30	60	60	870
28	29	60	60	812
30	30	60	60	900
23	22	60	60	506
26	25	60	60	650
21	25	60	60	525
20	26	60	60	520
29	23	60	60	667
24	20	60	60	480
24	30	60	60	720
26	28	60	60	728
20	27	60	60	540
26	21	60	60	546
23	24	60	60	552
30	22	60	60	660
21	20	60	60	420
21	29	60	60	609
27	27	60	60	729
20	29	60	60	580
20	20	60	60	400
22	28	60	60	616
