60	150	130
20	5	1
24	5	1
43	6	1
46	8	1
55	8	1
17	13	1
51	13	1
3	17	1
9	20	1
11	23	1
48	5	2
1	6	2
46	6	2
51	7	2
2	10	2
54	10	2
1	12	2
42	14	2
21	15	2
1	21	2
41	4	3
42	7	3
28	8	3
13	9	3
1	11	3
15	15	3
53	15	3
54	19	3
47	20	3
27	23	3
53	5	4
5	7	4
3	8	4
1	9	4
4	10	4
55	10	4
33	11	4
7	12	4
51	16	4
19	17	4
14	4	5
24	7	5
35	10	5
36	10	5
41	11	5
50	13	5
14	14	5
20	14	5
51	17	5
52	17	5
8	5	6
16	9	6
33	16	6
41	16	6
6	17	6
35	18	6
1	19	6
28	19	6
24	22	6
2	23	6
