***2D Rectangular Problem***
***Instances for the Single Large Object Placement Problem (SLOPP)***
Input parameter file: oi.txt
***************************************************************************************************************
Total number of instances 
LargeObject.Length	LargeObject.Width
Number of different item types (i)
Item[i].Length	Item[i].Width	Item[i].LowerBoundDemand	Item[i].UpperBoundDemand	Item[i].Value
***************************************************************************************************************
500
150	150
69
18	20	80	80	360
18	25	80	80	450
17	19	80	80	323
26	21	80	80	546
23	19	80	80	437
19	18	80	80	342
17	26	80	80	442
22	24	80	80	528
21	22	80	80	462
26	27	80	80	702
25	17	80	80	425
17	20	80	80	340
27	17	80	80	459
20	20	80	80	400
21	27	80	80	567
17	27	80	80	459
25	27	80	80	675
24	27	80	80	648
24	23	80	80	552
21	17	80	80	357
27	23	80	80	621
27	27	80	80	729
18	19	80	80	342
17	17	80	80	289
17	23	80	80	391
22	27	80	80	594
25	26	80	80	650
19	22	80	80	418
27	25	80	80	675
17	18	80	80	306
26	17	80	80	442
26	19	80	80	494
17	25	80	80	425
18	17	80	80	306
20	19	80	80	380
27	24	80	80	648
18	23	80	80	414
22	21	80	80	462
21	25	80	80	525
20	24	80	80	480
24	25	80	80	600
18	18	80	80	324
26	18	80	80	468
25	19	80	80	475
23	18	80	80	414
27	22	80	80	594
21	19	80	80	399
24	17	80	80	408
24	24	80	80	576
23	17	80	80	391
18	24	80	80	432
19	27	80	80	513
27	18	80	80	486
18	27	80	80	486
23	24	80	80	552
17	21	80	80	357
26	22	80	80	572
25	25	80	80	625
19	23	80	80	437
21	26	80	80	546
24	18	80	80	432
19	26	80	80	494
21	21	80	80	441
17	22	80	80	374
19	21	80	80	399
22	17	80	80	374
27	21	80	80	567
24	22	80	80	528
26	24	80	80	624
150	150
63
21	17	80	80	357
19	17	80	80	323
17	17	80	80	289
22	27	80	80	594
27	19	80	80	513
27	27	80	80	729
25	17	80	80	425
18	24	80	80	432
17	23	80	80	391
17	27	80	80	459
20	22	80	80	440
26	27	80	80	702
26	24	80	80	624
17	18	80	80	306
23	22	80	80	506
27	17	80	80	459
27	24	80	80	648
27	26	80	80	702
23	17	80	80	391
25	20	80	80	500
24	17	80	80	408
26	20	80	80	520
25	21	80	80	525
20	25	80	80	500
20	26	80	80	520
21	26	80	80	546
20	24	80	80	480
23	18	80	80	414
20	17	80	80	340
17	26	80	80	442
25	19	80	80	475
19	24	80	80	456
17	22	80	80	374
18	17	80	80	306
20	23	80	80	460
22	17	80	80	374
26	19	80	80	494
27	20	80	80	540
25	27	80	80	675
20	27	80	80	540
17	24	80	80	408
18	21	80	80	378
17	20	80	80	340
23	25	80	80	575
17	25	80	80	425
19	22	80	80	418
22	20	80	80	440
17	21	80	80	357
18	27	80	80	486
26	18	80	80	468
21	19	80	80	399
20	19	80	80	380
24	21	80	80	504
24	27	80	80	648
26	26	80	80	676
23	23	80	80	529
21	20	80	80	420
18	26	80	80	468
26	17	80	80	442
19	25	80	80	475
27	18	80	80	486
24	19	80	80	456
19	27	80	80	513
150	150
9
21	27	80	80	567
24	20	80	80	480
17	26	80	80	442
23	24	80	80	552
17	27	80	80	459
19	24	80	80	456
17	23	80	80	391
25	17	80	80	425
18	20	80	80	360
150	150
45
17	27	80	80	459
20	24	80	80	480
25	17	80	80	425
27	21	80	80	567
19	17	80	80	323
25	19	80	80	475
21	24	80	80	504
18	27	80	80	486
26	17	80	80	442
27	18	80	80	486
22	27	80	80	594
17	26	80	80	442
20	22	80	80	440
22	25	80	80	550
18	17	80	80	306
27	27	80	80	729
20	19	80	80	380
19	18	80	80	342
27	24	80	80	648
17	22	80	80	374
24	27	80	80	648
19	19	80	80	361
22	18	80	80	396
21	25	80	80	525
26	27	80	80	702
24	18	80	80	432
26	19	80	80	494
25	21	80	80	525
19	24	80	80	456
22	20	80	80	440
17	17	80	80	289
18	23	80	80	414
19	27	80	80	513
24	22	80	80	528
22	24	80	80	528
25	18	80	80	450
27	19	80	80	513
20	17	80	80	340
26	25	80	80	650
27	26	80	80	702
24	26	80	80	624
27	20	80	80	540
20	20	80	80	400
21	17	80	80	357
17	23	80	80	391
150	150
43
21	17	80	80	357
17	22	80	80	374
17	17	80	80	289
27	27	80	80	729
26	27	80	80	702
26	24	80	80	624
18	17	80	80	306
26	20	80	80	520
18	26	80	80	468
20	18	80	80	360
17	27	80	80	459
19	24	80	80	456
27	25	80	80	675
19	23	80	80	437
24	21	80	80	504
27	17	80	80	459
19	26	80	80	494
23	20	80	80	460
23	27	80	80	621
17	20	80	80	340
27	24	80	80	648
22	25	80	80	550
22	18	80	80	396
17	25	80	80	425
17	21	80	80	357
23	22	80	80	506
19	17	80	80	323
21	20	80	80	420
18	19	80	80	342
25	26	80	80	650
18	22	80	80	396
20	23	80	80	460
26	19	80	80	494
21	19	80	80	399
25	21	80	80	525
18	21	80	80	378
22	21	80	80	462
26	21	80	80	546
22	17	80	80	374
27	26	80	80	702
27	21	80	80	567
22	27	80	80	594
24	17	80	80	408
150	150
62
27	26	80	80	702
20	26	80	80	520
26	17	80	80	442
26	18	80	80	468
26	27	80	80	702
27	17	80	80	459
27	27	80	80	729
26	21	80	80	546
26	26	80	80	676
17	22	80	80	374
17	24	80	80	408
27	22	80	80	594
25	17	80	80	425
27	21	80	80	567
17	17	80	80	289
25	20	80	80	500
22	23	80	80	506
23	26	80	80	598
21	27	80	80	567
20	27	80	80	540
23	20	80	80	460
22	17	80	80	374
27	24	80	80	648
27	19	80	80	513
24	23	80	80	552
19	18	80	80	342
18	18	80	80	324
27	23	80	80	621
17	19	80	80	323
18	21	80	80	378
17	20	80	80	340
17	25	80	80	425
27	18	80	80	486
18	23	80	80	414
26	25	80	80	650
21	25	80	80	525
26	20	80	80	520
24	18	80	80	432
24	20	80	80	480
17	26	80	80	442
17	27	80	80	459
27	25	80	80	675
18	17	80	80	306
18	19	80	80	342
25	18	80	80	450
21	17	80	80	357
21	24	80	80	504
17	23	80	80	391
27	20	80	80	540
20	21	80	80	420
24	17	80	80	408
26	19	80	80	494
22	25	80	80	550
22	27	80	80	594
19	26	80	80	494
22	20	80	80	440
24	24	80	80	576
17	18	80	80	306
25	27	80	80	675
24	27	80	80	648
25	24	80	80	600
20	24	80	80	480
150	150
68
19	22	80	80	418
19	27	80	80	513
18	17	80	80	306
19	26	80	80	494
22	22	80	80	484
17	27	80	80	459
19	17	80	80	323
24	18	80	80	432
25	27	80	80	675
17	18	80	80	306
20	22	80	80	440
27	27	80	80	729
17	26	80	80	442
27	25	80	80	675
27	17	80	80	459
18	25	80	80	450
23	22	80	80	506
27	19	80	80	513
27	20	80	80	540
20	19	80	80	380
19	18	80	80	342
21	25	80	80	525
26	25	80	80	650
20	26	80	80	520
20	25	80	80	500
21	18	80	80	378
21	19	80	80	399
17	24	80	80	408
24	26	80	80	624
27	26	80	80	702
23	20	80	80	460
17	23	80	80	391
23	17	80	80	391
24	17	80	80	408
21	24	80	80	504
24	20	80	80	480
26	27	80	80	702
18	18	80	80	324
22	27	80	80	594
20	27	80	80	540
17	22	80	80	374
18	27	80	80	486
25	25	80	80	625
27	22	80	80	594
22	24	80	80	528
19	25	80	80	475
23	25	80	80	575
17	19	80	80	323
17	20	80	80	340
27	24	80	80	648
21	27	80	80	567
17	17	80	80	289
20	18	80	80	360
26	26	80	80	676
20	17	80	80	340
22	26	80	80	572
24	23	80	80	552
22	20	80	80	440
23	23	80	80	529
18	26	80	80	468
27	21	80	80	567
25	18	80	80	450
20	24	80	80	480
23	26	80	80	598
23	27	80	80	621
25	21	80	80	525
25	26	80	80	650
26	17	80	80	442
150	150
19
24	20	80	80	480
25	25	80	80	625
17	22	80	80	374
17	18	80	80	306
17	27	80	80	459
24	23	80	80	552
22	17	80	80	374
21	25	80	80	525
20	21	80	80	420
17	24	80	80	408
22	27	80	80	594
23	25	80	80	575
20	17	80	80	340
27	26	80	80	702
27	27	80	80	729
17	26	80	80	442
27	23	80	80	621
24	19	80	80	456
27	17	80	80	459
150	150
74
27	18	80	80	486
25	26	80	80	650
22	24	80	80	528
21	21	80	80	441
17	21	80	80	357
27	19	80	80	513
27	27	80	80	729
21	25	80	80	525
20	26	80	80	520
19	24	80	80	456
18	26	80	80	468
17	18	80	80	306
18	18	80	80	324
24	18	80	80	432
17	17	80	80	289
27	21	80	80	567
17	26	80	80	442
24	24	80	80	576
22	27	80	80	594
25	23	80	80	575
27	26	80	80	702
24	27	80	80	648
26	23	80	80	598
19	26	80	80	494
27	25	80	80	675
17	27	80	80	459
17	23	80	80	391
23	17	80	80	391
20	17	80	80	340
24	19	80	80	456
26	24	80	80	624
24	23	80	80	552
23	23	80	80	529
19	27	80	80	513
22	26	80	80	572
18	24	80	80	432
18	23	80	80	414
19	18	80	80	342
17	20	80	80	340
19	17	80	80	323
18	22	80	80	396
26	17	80	80	442
27	20	80	80	540
18	21	80	80	378
26	27	80	80	702
20	18	80	80	360
26	22	80	80	572
26	19	80	80	494
23	20	80	80	460
19	22	80	80	418
17	22	80	80	374
18	17	80	80	306
26	18	80	80	468
20	21	80	80	420
17	24	80	80	408
27	17	80	80	459
22	17	80	80	374
21	23	80	80	483
17	25	80	80	425
27	23	80	80	621
19	21	80	80	399
24	17	80	80	408
20	19	80	80	380
25	27	80	80	675
21	18	80	80	378
24	21	80	80	504
23	21	80	80	483
18	20	80	80	360
17	19	80	80	323
19	23	80	80	437
18	25	80	80	450
26	26	80	80	676
25	18	80	80	450
18	27	80	80	486
150	150
79
19	27	80	80	513
25	27	80	80	675
22	21	80	80	462
17	17	80	80	289
26	23	80	80	598
24	18	80	80	432
20	19	80	80	380
27	18	80	80	486
25	26	80	80	650
19	26	80	80	494
26	24	80	80	624
20	27	80	80	540
24	20	80	80	480
22	22	80	80	484
27	27	80	80	729
26	26	80	80	676
24	27	80	80	648
18	23	80	80	414
24	17	80	80	408
18	27	80	80	486
19	21	80	80	399
19	20	80	80	380
19	19	80	80	361
22	26	80	80	572
25	17	80	80	425
20	26	80	80	520
17	20	80	80	340
26	19	80	80	494
27	17	80	80	459
25	18	80	80	450
24	26	80	80	624
27	25	80	80	675
17	24	80	80	408
26	18	80	80	468
23	27	80	80	621
26	21	80	80	546
20	17	80	80	340
22	18	80	80	396
17	23	80	80	391
27	23	80	80	621
19	24	80	80	456
24	25	80	80	600
17	22	80	80	374
21	17	80	80	357
17	18	80	80	306
27	19	80	80	513
18	20	80	80	360
17	27	80	80	459
23	26	80	80	598
21	26	80	80	546
23	20	80	80	460
25	19	80	80	475
26	17	80	80	442
27	20	80	80	540
19	17	80	80	323
22	17	80	80	374
17	21	80	80	357
23	23	80	80	529
21	20	80	80	420
23	19	80	80	437
17	19	80	80	323
27	22	80	80	594
18	22	80	80	396
19	23	80	80	437
27	21	80	80	567
24	21	80	80	504
27	24	80	80	648
18	24	80	80	432
23	25	80	80	575
23	18	80	80	414
26	20	80	80	520
21	18	80	80	378
18	26	80	80	468
18	18	80	80	324
23	17	80	80	391
22	19	80	80	418
24	23	80	80	552
19	22	80	80	418
19	25	80	80	475
150	150
30
17	20	80	80	340
27	25	80	80	675
27	26	80	80	702
17	27	80	80	459
26	27	80	80	702
23	24	80	80	552
17	25	80	80	425
17	19	80	80	323
25	25	80	80	625
20	25	80	80	500
25	26	80	80	650
27	24	80	80	648
27	27	80	80	729
18	19	80	80	342
27	17	80	80	459
19	25	80	80	475
27	23	80	80	621
25	27	80	80	675
19	27	80	80	513
23	23	80	80	529
24	22	80	80	528
20	18	80	80	360
18	17	80	80	306
17	18	80	80	306
20	19	80	80	380
24	20	80	80	480
19	23	80	80	437
17	17	80	80	289
21	22	80	80	462
24	21	80	80	504
150	150
6
22	26	80	80	572
25	18	80	80	450
27	27	80	80	729
27	23	80	80	621
27	17	80	80	459
17	27	80	80	459
150	150
16
26	23	80	80	598
22	26	80	80	572
17	20	80	80	340
19	17	80	80	323
20	25	80	80	500
27	18	80	80	486
21	17	80	80	357
17	25	80	80	425
17	27	80	80	459
27	27	80	80	729
19	25	80	80	475
22	18	80	80	396
17	26	80	80	442
18	26	80	80	468
24	24	80	80	576
17	17	80	80	289
150	150
36
17	17	80	80	289
17	25	80	80	425
24	19	80	80	456
22	17	80	80	374
27	23	80	80	621
26	17	80	80	442
26	27	80	80	702
18	22	80	80	396
21	24	80	80	504
17	27	80	80	459
23	27	80	80	621
24	27	80	80	648
21	19	80	80	399
26	19	80	80	494
27	18	80	80	486
18	17	80	80	306
20	26	80	80	520
25	17	80	80	425
26	18	80	80	468
21	18	80	80	378
19	17	80	80	323
18	27	80	80	486
18	26	80	80	468
27	17	80	80	459
27	24	80	80	648
19	23	80	80	437
22	23	80	80	506
19	27	80	80	513
27	21	80	80	567
17	20	80	80	340
18	24	80	80	432
24	23	80	80	552
17	19	80	80	323
20	17	80	80	340
27	22	80	80	594
17	21	80	80	357
150	150
77
24	17	80	80	408
27	27	80	80	729
17	25	80	80	425
22	17	80	80	374
25	17	80	80	425
17	27	80	80	459
22	21	80	80	462
25	22	80	80	550
25	21	80	80	525
26	25	80	80	650
18	19	80	80	342
18	26	80	80	468
27	22	80	80	594
21	27	80	80	567
25	19	80	80	475
19	21	80	80	399
26	21	80	80	546
17	19	80	80	323
26	19	80	80	494
17	22	80	80	374
17	18	80	80	306
17	24	80	80	408
23	23	80	80	529
20	23	80	80	460
21	18	80	80	378
27	19	80	80	513
23	17	80	80	391
20	17	80	80	340
26	27	80	80	702
20	21	80	80	420
26	22	80	80	572
25	18	80	80	450
20	18	80	80	360
17	23	80	80	391
17	20	80	80	340
18	17	80	80	306
27	17	80	80	459
27	21	80	80	567
26	23	80	80	598
24	27	80	80	648
17	17	80	80	289
22	25	80	80	550
21	17	80	80	357
22	23	80	80	506
19	24	80	80	456
22	26	80	80	572
25	27	80	80	675
23	27	80	80	621
27	25	80	80	675
19	27	80	80	513
17	26	80	80	442
19	23	80	80	437
22	19	80	80	418
19	17	80	80	323
18	27	80	80	486
26	24	80	80	624
24	19	80	80	456
22	24	80	80	528
21	20	80	80	420
20	25	80	80	500
18	23	80	80	414
21	21	80	80	441
22	27	80	80	594
26	18	80	80	468
27	20	80	80	540
21	26	80	80	546
21	23	80	80	483
27	18	80	80	486
20	26	80	80	520
21	24	80	80	504
20	20	80	80	400
27	23	80	80	621
23	22	80	80	506
23	25	80	80	575
23	26	80	80	598
26	17	80	80	442
18	24	80	80	432
150	150
38
22	19	80	80	418
27	19	80	80	513
18	19	80	80	342
18	24	80	80	432
27	26	80	80	702
22	23	80	80	506
17	17	80	80	289
24	17	80	80	408
21	19	80	80	399
17	20	80	80	340
20	19	80	80	380
27	20	80	80	540
21	25	80	80	525
25	23	80	80	575
21	26	80	80	546
17	21	80	80	357
18	18	80	80	324
20	17	80	80	340
19	27	80	80	513
23	18	80	80	414
18	23	80	80	414
19	23	80	80	437
26	17	80	80	442
24	25	80	80	600
27	27	80	80	729
17	18	80	80	306
26	25	80	80	650
26	24	80	80	624
21	17	80	80	357
17	26	80	80	442
26	21	80	80	546
17	27	80	80	459
17	24	80	80	408
19	17	80	80	323
24	27	80	80	648
20	20	80	80	400
17	23	80	80	391
21	27	80	80	567
150	150
39
23	22	80	80	506
18	22	80	80	396
17	23	80	80	391
26	20	80	80	520
21	17	80	80	357
27	27	80	80	729
18	20	80	80	360
27	23	80	80	621
27	17	80	80	459
24	23	80	80	552
17	27	80	80	459
17	17	80	80	289
17	22	80	80	374
24	24	80	80	576
17	26	80	80	442
24	27	80	80	648
25	17	80	80	425
26	25	80	80	650
27	19	80	80	513
20	27	80	80	540
17	20	80	80	340
17	21	80	80	357
25	19	80	80	475
19	27	80	80	513
27	25	80	80	675
23	23	80	80	529
27	24	80	80	648
25	27	80	80	675
22	23	80	80	506
18	17	80	80	306
25	21	80	80	525
19	17	80	80	323
26	17	80	80	442
18	26	80	80	468
21	19	80	80	399
22	22	80	80	484
17	18	80	80	306
23	24	80	80	552
27	18	80	80	486
150	150
58
20	22	80	80	440
18	27	80	80	486
27	21	80	80	567
26	20	80	80	520
19	18	80	80	342
27	27	80	80	729
17	18	80	80	306
17	24	80	80	408
21	18	80	80	378
26	17	80	80	442
17	20	80	80	340
17	21	80	80	357
17	17	80	80	289
17	22	80	80	374
17	19	80	80	323
27	20	80	80	540
17	25	80	80	425
20	21	80	80	420
26	27	80	80	702
24	20	80	80	480
22	19	80	80	418
27	18	80	80	486
25	17	80	80	425
27	17	80	80	459
22	27	80	80	594
19	24	80	80	456
27	26	80	80	702
24	19	80	80	456
24	26	80	80	624
20	27	80	80	540
24	21	80	80	504
25	18	80	80	450
18	17	80	80	306
23	26	80	80	598
21	27	80	80	567
23	24	80	80	552
19	17	80	80	323
21	20	80	80	420
25	20	80	80	500
22	26	80	80	572
21	25	80	80	525
18	23	80	80	414
17	26	80	80	442
23	20	80	80	460
22	20	80	80	440
19	19	80	80	361
20	19	80	80	380
23	21	80	80	483
18	24	80	80	432
17	27	80	80	459
19	27	80	80	513
27	19	80	80	513
27	25	80	80	675
22	18	80	80	396
19	20	80	80	380
27	24	80	80	648
18	22	80	80	396
26	19	80	80	494
150	150
33
22	24	80	80	528
27	27	80	80	729
17	17	80	80	289
18	19	80	80	342
27	18	80	80	486
27	26	80	80	702
23	25	80	80	575
23	19	80	80	437
22	19	80	80	418
18	23	80	80	414
27	20	80	80	540
19	17	80	80	323
22	21	80	80	462
17	21	80	80	357
17	25	80	80	425
23	23	80	80	529
18	24	80	80	432
27	17	80	80	459
21	22	80	80	462
23	17	80	80	391
26	18	80	80	468
17	19	80	80	323
17	27	80	80	459
27	19	80	80	513
20	21	80	80	420
20	27	80	80	540
19	24	80	80	456
18	17	80	80	306
22	26	80	80	572
25	23	80	80	575
24	24	80	80	576
21	19	80	80	399
19	23	80	80	437
150	150
69
27	23	80	80	621
23	19	80	80	437
21	17	80	80	357
