***2D Rectangular Problem***
***Instances for the Single Large Object Placement Problem (SLOPP)***
Input parameter file: oi.txt
***************************************************************************************************************
Total number of instances 
LargeObject.Length	LargeObject.Width
Number of different item types (i)
Item[i].Length	Item[i].Width	Item[i].LowerBoundDemand	Item[i].UpperBoundDemand	Item[i].Value
***************************************************************************************************************
500
150	150
60
9	14	60	60	126
10	22	60	60	220
2	13	60	60	26
55	15	60	60	825
36	13	60	60	468
14	10	60	60	140
2	24	60	60	48
31	21	60	60	651
11	23	60	60	253
60	31	60	60	1860
17	22	60	60	374
56	9	60	60	504
55	10	60	60	550
25	12	60	60	300
60	15	60	60	900
5	43	60	60	215
27	20	60	60	540
5	31	60	60	155
59	21	60	60	1239
59	12	60	60	708
60	26	60	60	1560
39	21	60	60	819
2	2	60	60	4
2	14	60	60	28
2	17	60	60	34
38	15	60	60	570
4	19	60	60	76
6	9	60	60	54
51	8	60	60	408
55	32	60	60	1760
2	8	60	60	16
30	26	60	60	780
13	26	60	60	338
60	9	60	60	540
27	8	60	60	216
9	7	60	60	63
3	26	60	60	78
17	17	60	60	289
57	30	60	60	1710
46	9	60	60	414
56	15	60	60	840
4	31	60	60	124
47	7	60	60	329
21	20	60	60	420
3	12	60	60	36
22	16	60	60	352
48	34	60	60	1632
55	18	60	60	990
50	10	60	60	500
45	12	60	60	540
39	12	60	60	468
58	17	60	60	986
52	6	60	60	312
16	16	60	60	256
44	40	60	60	1760
27	25	60	60	675
18	11	60	60	198
12	33	60	60	396
7	19	60	60	133
18	42	60	60	756
150	150
60
9	11	60	60	99
38	11	60	60	418
8	11	60	60	88
34	21	60	60	714
10	13	60	60	130
37	7	60	60	259
9	9	60	60	81
53	17	60	60	901
3	4	60	60	12
38	17	60	60	646
36	22	60	60	792
21	30	60	60	630
26	24	60	60	624
43	42	60	60	1806
13	13	60	60	169
59	15	60	60	885
7	29	60	60	203
7	20	60	60	140
10	6	60	60	60
30	5	60	60	150
28	34	60	60	952
49	13	60	60	637
8	17	60	60	136
2	14	60	60	28
26	15	60	60	390
29	33	60	60	957
16	17	60	60	272
26	25	60	60	650
3	29	60	60	87
53	20	60	60	1060
34	3	60	60	102
14	9	60	60	126
15	18	60	60	270
48	14	60	60	672
2	26	60	60	52
56	22	60	60	1232
12	5	60	60	60
3	28	60	60	84
26	16	60	60	416
46	18	60	60	828
60	11	60	60	660
32	6	60	60	192
60	15	60	60	900
46	16	60	60	736
50	31	60	60	1550
60	14	60	60	840
2	23	60	60	46
35	16	60	60	560
9	26	60	60	234
60	28	60	60	1680
2	6	60	60	12
39	4	60	60	156
6	20	60	60	120
21	16	60	60	336
25	17	60	60	425
47	25	60	60	1175
35	19	60	60	665
25	4	60	60	100
42	6	60	60	252
53	16	60	60	848
150	150
60
37	17	60	60	629
53	31	60	60	1643
3	34	60	60	102
7	3	60	60	21
60	9	60	60	540
4	22	60	60	88
2	8	60	60	16
2	30	60	60	60
39	5	60	60	195
11	19	60	60	209
60	15	60	60	900
6	6	60	60	36
19	10	60	60	190
60	6	60	60	360
4	14	60	60	56
21	5	60	60	105
46	12	60	60	552
18	12	60	60	216
3	14	60	60	42
38	23	60	60	874
5	31	60	60	155
56	8	60	60	448
3	22	60	60	66
13	17	60	60	221
53	32	60	60	1696
19	15	60	60	285
33	7	60	60	231
52	10	60	60	520
42	27	60	60	1134
16	12	60	60	192
3	29	60	60	87
45	11	60	60	495
2	23	60	60	46
42	12	60	60	504
13	10	60	60	130
2	21	60	60	42
2	25	60	60	50
44	20	60	60	880
59	3	60	60	177
53	16	60	60	848
34	9	60	60	306
3	5	60	60	15
60	29	60	60	1740
60	14	60	60	840
54	9	60	60	486
16	23	60	60	368
4	30	60	60	120
53	10	60	60	530
16	9	60	60	144
2	10	60	60	20
60	4	60	60	240
2	13	60	60	26
60	19	60	60	1140
56	22	60	60	1232
19	14	60	60	266
51	26	60	60	1326
44	8	60	60	352
43	5	60	60	215
5	13	60	60	65
58	8	60	60	464
150	150
60
25	26	60	60	650
24	15	60	60	360
37	3	60	60	111
24	14	60	60	336
46	7	60	60	322
17	17	60	60	289
60	16	60	60	960
17	6	60	60	102
59	15	60	60	885
15	32	60	60	480
57	12	60	60	684
60	31	60	60	1860
37	11	60	60	407
34	11	60	60	374
3	17	60	60	51
60	4	60	60	240
17	14	60	60	238
51	16	60	60	816
13	10	60	60	130
49	29	60	60	1421
60	15	60	60	900
29	12	60	60	348
60	27	60	60	1620
56	7	60	60	392
3	20	60	60	60
60	12	60	60	720
40	16	60	60	640
2	15	60	60	30
48	25	60	60	1200
58	20	60	60	1160
5	27	60	60	135
2	22	60	60	44
57	13	60	60	741
2	16	60	60	32
8	9	60	60	72
39	29	60	60	1131
8	25	60	60	200
12	16	60	60	192
11	17	60	60	187
55	28	60	60	1540
52	14	60	60	728
7	44	60	60	308
14	35	60	60	490
60	14	60	60	840
53	25	60	60	1325
32	14	60	60	448
23	19	60	60	437
12	15	60	60	180
23	31	60	60	713
21	15	60	60	315
6	4	60	60	24
21	23	60	60	483
34	13	60	60	442
52	18	60	60	936
53	22	60	60	1166
60	10	60	60	600
5	31	60	60	155
57	14	60	60	798
59	12	60	60	708
43	18	60	60	774
150	150
60
11	17	60	60	187
21	26	60	60	546
34	40	60	60	1360
18	10	60	60	180
2	28	60	60	56
14	20	60	60	280
51	14	60	60	714
24	7	60	60	168
39	12	60	60	468
50	21	60	60	1050
36	30	60	60	1080
3	13	60	60	39
59	9	60	60	531
4	13	60	60	52
58	41	60	60	2378
5	20	60	60	100
60	20	60	60	1200
32	21	60	60	672
53	34	60	60	1802
57	29	60	60	1653
5	27	60	60	135
24	6	60	60	144
54	19	60	60	1026
11	13	60	60	143
56	15	60	60	840
60	11	60	60	660
51	22	60	60	1122
21	10	60	60	210
43	15	60	60	645
2	8	60	60	16
54	13	60	60	702
26	13	60	60	338
45	16	60	60	720
4	28	60	60	112
27	19	60	60	513
28	26	60	60	728
24	18	60	60	432
60	17	60	60	1020
56	28	60	60	1568
10	33	60	60	330
2	43	60	60	86
21	5	60	60	105
4	8	60	60	32
53	29	60	60	1537
58	14	60	60	812
43	25	60	60	1075
3	25	60	60	75
11	24	60	60	264
41	36	60	60	1476
59	35	60	60	2065
12	26	60	60	312
28	24	60	60	672
28	8	60	60	224
8	6	60	60	48
60	27	60	60	1620
12	30	60	60	360
24	12	60	60	288
7	3	60	60	21
18	20	60	60	360
2	30	60	60	60
150	150
60
60	17	60	60	1020
17	18	60	60	306
19	23	60	60	437
5	41	60	60	205
54	15	60	60	810
2	22	60	60	44
55	9	60	60	495
5	11	60	60	55
60	13	60	60	780
43	18	60	60	774
15	11	60	60	165
8	10	60	60	80
57	18	60	60	1026
17	11	60	60	187
12	14	60	60	168
27	19	60	60	513
20	26	60	60	520
35	18	60	60	630
26	22	60	60	572
4	11	60	60	44
7	18	60	60	126
53	23	60	60	1219
58	27	60	60	1566
53	16	60	60	848
7	39	60	60	273
2	39	60	60	78
40	19	60	60	760
3	4	60	60	12
56	21	60	60	1176
5	7	60	60	35
13	13	60	60	169
25	16	60	60	400
3	30	60	60	90
8	11	60	60	88
53	13	60	60	689
44	12	60	60	528
27	3	60	60	81
60	20	60	60	1200
17	9	60	60	153
27	20	60	60	540
2	19	60	60	38
55	14	60	60	770
22	16	60	60	352
2	44	60	60	88
58	6	60	60	348
57	9	60	60	513
53	18	60	60	954
3	18	60	60	54
54	13	60	60	702
2	5	60	60	10
9	39	60	60	351
4	6	60	60	24
51	20	60	60	1020
45	31	60	60	1395
43	32	60	60	1376
33	15	60	60	495
52	28	60	60	1456
5	34	60	60	170
17	17	60	60	289
13	37	60	60	481
150	150
60
13	18	60	60	234
3	31	60	60	93
3	19	60	60	57
58	9	60	60	522
5	16	60	60	80
59	20	60	60	1180
53	23	60	60	1219
12	9	60	60	108
54	14	60	60	756
60	45	60	60	2700
34	15	60	60	510
30	12	60	60	360
6	14	60	60	84
59	13	60	60	767
10	22	60	60	220
34	17	60	60	578
60	13	60	60	780
13	27	60	60	351
16	17	60	60	272
18	30	60	60	540
3	12	60	60	36
12	26	60	60	312
49	12	60	60	588
54	36	60	60	1944
48	12	60	60	576
10	25	60	60	250
60	16	60	60	960
59	7	60	60	413
20	20	60	60	400
6	42	60	60	252
9	43	60	60	387
60	8	60	60	480
55	18	60	60	990
57	10	60	60	570
45	24	60	60	1080
25	20	60	60	500
41	15	60	60	615
51	34	60	60	1734
12	11	60	60	132
34	31	60	60	1054
53	18	60	60	954
28	12	60	60	336
60	39	60	60	2340
60	34	60	60	2040
10	6	60	60	60
30	10	60	60	300
39	21	60	60	819
2	9	60	60	18
45	28	60	60	1260
45	34	60	60	1530
32	10	60	60	320
60	11	60	60	660
3	11	60	60	33
5	43	60	60	215
3	47	60	60	141
40	6	60	60	240
60	21	60	60	1260
24	32	60	60	768
3	6	60	60	18
21	12	60	60	252
150	150
60
40	20	60	60	800
10	21	60	60	210
44	19	60	60	836
6	9	60	60	54
52	28	60	60	1456
57	29	60	60	1653
2	18	60	60	36
11	5	60	60	55
6	37	60	60	222
23	10	60	60	230
60	10	60	60	600
30	15	60	60	450
12	22	60	60	264
5	19	60	60	95
3	18	60	60	54
47	13	60	60	611
23	14	60	60	322
15	31	60	60	465
44	8	60	60	352
48	10	60	60	480
59	32	60	60	1888
5	4	60	60	20
3	7	60	60	21
39	26	60	60	1014
2	7	60	60	14
30	9	60	60	270
60	22	60	60	1320
38	20	60	60	760
19	8	60	60	152
53	5	60	60	265
48	25	60	60	1200
53	18	60	60	954
60	18	60	60	1080
3	11	60	60	33
15	9	60	60	135
8	14	60	60	112
57	35	60	60	1995
4	35	60	60	140
30	4	60	60	120
16	8	60	60	128
2	15	60	60	30
17	18	60	60	306
35	8	60	60	280
46	10	60	60	460
54	29	60	60	1566
59	5	60	60	295
52	30	60	60	1560
55	20	60	60	1100
2	31	60	60	62
55	17	60	60	935
9	2	60	60	18
51	31	60	60	1581
42	9	60	60	378
10	16	60	60	160
57	9	60	60	513
5	32	60	60	160
17	28	60	60	476
16	15	60	60	240
55	15	60	60	825
3	13	60	60	39
150	150
60
6	28	60	60	168
58	45	60	60	2610
50	24	60	60	1200
5	24	60	60	120
46	17	60	60	782
33	18	60	60	594
36	15	60	60	540
7	27	60	60	189
2	23	60	60	46
60	13	60	60	780
60	25	60	60	1500
42	44	60	60	1848
51	19	60	60	969
17	26	60	60	442
56	22	60	60	1232
4	33	60	60	132
6	18	60	60	108
34	8	60	60	272
57	27	60	60	1539
32	16	60	60	512
41	24	60	60	984
10	37	60	60	370
9	20	60	60	180
9	9	60	60	81
18	11	60	60	198
8	32	60	60	256
43	26	60	60	1118
25	36	60	60	900
2	35	60	60	70
10	12	60	60	120
7	12	60	60	84
21	31	60	60	651
4	11	60	60	44
54	4	60	60	216
9	17	60	60	153
36	9	60	60	324
17	20	60	60	340
58	28	60	60	1624
54	15	60	60	810
41	19	60	60	779
7	23	60	60	161
34	24	60	60	816
23	26	60	60	598
50	13	60	60	650
39	14	60	60	546
57	15	60	60	855
31	9	60	60	279
9	7	60	60	63
60	8	60	60	480
2	13	60	60	26
56	42	60	60	2352
48	16	60	60	768
44	8	60	60	352
42	30	60	60	1260
6	30	60	60	180
41	10	60	60	410
60	15	60	60	900
8	11	60	60	88
13	19	60	60	247
8	8	60	60	64
150	150
60
2	17	60	60	34
57	35	60	60	1995
6	17	60	60	102
16	22	60	60	352
43	23	60	60	989
8	28	60	60	224
2	34	60	60	68
18	10	60	60	180
22	8	60	60	176
2	28	60	60	56
11	18	60	60	198
8	21	60	60	168
25	13	60	60	325
35	16	60	60	560
6	26	60	60	156
22	19	60	60	418
10	14	60	60	140
2	22	60	60	44
34	31	60	60	1054
2	15	60	60	30
58	15	60	60	870
60	7	60	60	420
24	33	60	60	792
53	16	60	60	848
56	13	60	60	728
60	12	60	60	720
54	8	60	60	432
34	5	60	60	170
49	8	60	60	392
51	24	60	60	1224
2	8	60	60	16
58	19	60	60	1102
59	9	60	60	531
59	10	60	60	590
51	27	60	60	1377
3	20	60	60	60
2	5	60	60	10
35	14	60	60	490
5	16	60	60	80
60	13	60	60	780
19	22	60	60	418
13	18	60	60	234
58	8	60	60	464
21	25	60	60	525
42	20	60	60	840
55	14	60	60	770
29	39	60	60	1131
45	22	60	60	990
42	12	60	60	504
43	12	60	60	516
10	26	60	60	260
10	16	60	60	160
41	14	60	60	574
32	17	60	60	544
60	34	60	60	2040
55	23	60	60	1265
41	44	60	60	1804
9	18	60	60	162
42	2	60	60	84
9	32	60	60	288
150	150
60
25	27	60	60	675
2	17	60	60	34
28	13	60	60	364
5	17	60	60	85
4	22	60	60	88
2	15	60	60	30
59	9	60	60	531
58	26	60	60	1508
4	28	60	60	112
59	22	60	60	1298
17	20	60	60	340
2	27	60	60	54
60	8	60	60	480
50	26	60	60	1300
51	19	60	60	969
2	25	60	60	50
5	14	60	60	70
56	17	60	60	952
42	28	60	60	1176
23	7	60	60	161
60	7	60	60	420
15	32	60	60	480
58	18	60	60	1044
15	21	60	60	315
43	22	60	60	946
3	14	60	60	42
48	27	60	60	1296
24	19	60	60	456
12	16	60	60	192
15	7	60	60	105
8	10	60	60	80
7	14	60	60	98
2	44	60	60	88
58	9	60	60	522
13	18	60	60	234
59	13	60	60	767
26	25	60	60	650
56	23	60	60	1288
28	31	60	60	868
52	36	60	60	1872
2	22	60	60	44
55	27	60	60	1485
21	27	60	60	567
15	13	60	60	195
60	37	60	60	2220
2	39	60	60	78
60	21	60	60	1260
6	15	60	60	90
60	22	60	60	1320
11	18	60	60	198
13	16	60	60	208
60	19	60	60	1140
51	42	60	60	2142
2	12	60	60	24
10	38	60	60	380
58	10	60	60	580
30	35	60	60	1050
3	12	60	60	36
33	31	60	60	1023
2	36	60	60	72
150	150
60
42	9	60	60	378
57	12	60	60	684
38	15	60	60	570
59	6	60	60	354
56	16	60	60	896
5	9	60	60	45
44	19	60	60	836
37	8	60	60	296
2	11	60	60	22
9	20	60	60	180
41	19	60	60	779
39	26	60	60	1014
60	38	60	60	2280
5	14	60	60	70
21	16	60	60	336
56	32	60	60	1792
16	8	60	60	128
11	7	60	60	77
20	21	60	60	420
5	10	60	60	50
2	13	60	60	26
2	6	60	60	12
2	10	60	60	20
15	18	60	60	270
13	22	60	60	286
4	21	60	60	84
47	11	60	60	517
11	5	60	60	55
15	6	60	60	90
15	5	60	60	75
33	14	60	60	462
36	20	60	60	720
58	12	60	60	696
42	8	60	60	336
36	15	60	60	540
40	43	60	60	1720
4	15	60	60	60
29	21	60	60	609
60	42	60	60	2520
59	19	60	60	1121
41	11	60	60	451
2	32	60	60	64
45	2	60	60	90
36	19	60	60	684
60	11	60	60	660
60	13	60	60	780
57	35	60	60	1995
36	18	60	60	648
44	17	60	60	748
53	35	60	60	1855
26	14	60	60	364
2	4	60	60	8
11	17	60	60	187
16	16	60	60	256
23	19	60	60	437
54	13	60	60	702
57	5	60	60	285
2	31	60	60	62
60	15	60	60	900
40	15	60	60	600
150	150
60
33	26	60	60	858
46	12	60	60	552
60	27	60	60	1620
59	18	60	60	1062
56	9	60	60	504
3	35	60	60	105
4	5	60	60	20
21	21	60	60	441
20	23	60	60	460
2	18	60	60	36
36	20	60	60	720
60	37	60	60	2220
60	19	60	60	1140
7	11	60	60	77
54	11	60	60	594
55	28	60	60	1540
60	30	60	60	1800
17	22	60	60	374
32	11	60	60	352
5	26	60	60	130
57	50	60	60	2850
51	14	60	60	714
40	21	60	60	840
4	20	60	60	80
4	16	60	60	64
5	22	60	60	110
60	20	60	60	1200
18	13	60	60	234
56	34	60	60	1904
14	17	60	60	238
57	21	60	60	1197
4	13	60	60	52
60	5	60	60	300
60	24	60	60	1440
60	25	60	60	1500
5	29	60	60	145
60	15	60	60	900
59	15	60	60	885
55	25	60	60	1375
30	28	60	60	840
38	11	60	60	418
41	13	60	60	533
9	23	60	60	207
60	23	60	60	1380
13	5	60	60	65
16	9	60	60	144
6	20	60	60	120
8	38	60	60	304
9	26	60	60	234
60	3	60	60	180
59	20	60	60	1180
55	34	60	60	1870
3	12	60	60	36
15	30	60	60	450
6	21	60	60	126
14	30	60	60	420
60	16	60	60	960
2	14	60	60	28
9	21	60	60	189
39	19	60	60	741
150	150
60
21	14	60	60	294
60	11	60	60	660
55	31	60	60	1705
17	15	60	60	255
41	10	60	60	410
59	35	60	60	2065
57	41	60	60	2337
2	11	60	60	22
31	21	60	60	651
13	23	60	60	299
25	11	60	60	275
8	12	60	60	96
19	19	60	60	361
60	19	60	60	1140
4	19	60	60	76
7	32	60	60	224
59	11	60	60	649
10	36	60	60	360
10	16	60	60	160
46	21	60	60	966
10	12	60	60	120
39	24	60	60	936
5	9	60	60	45
9	24	60	60	216
52	9	60	60	468
60	9	60	60	540
40	2	60	60	80
23	14	60	60	322
28	15	60	60	420
12	18	60	60	216
48	16	60	60	768
60	13	60	60	780
35	9	60	60	315
21	4	60	60	84
54	38	60	60	2052
19	15	60	60	285
52	17	60	60	884
6	20	60	60	120
10	11	60	60	110
8	20	60	60	160
36	16	60	60	576
18	12	60	60	216
2	9	60	60	18
5	6	60	60	30
60	37	60	60	2220
4	24	60	60	96
60	43	60	60	2580
14	26	60	60	364
6	23	60	60	138
20	25	60	60	500
2	28	60	60	56
41	18	60	60	738
20	34	60	60	680
58	9	60	60	522
21	12	60	60	252
59	17	60	60	1003
27	3	60	60	81
2	23	60	60	46
28	9	60	60	252
47	13	60	60	611
150	150
60
48	14	60	60	672
43	12	60	60	516
3	19	60	60	57
60	38	60	60	2280
17	18	60	60	306
29	13	60	60	377
30	3	60	60	90
43	13	60	60	559
55	7	60	60	385
44	15	60	60	660
60	5	60	60	300
35	28	60	60	980
12	27	60	60	324
60	16	60	60	960
32	16	60	60	512
