80	100	243
32	12	1
31	17	1
26	14	1
25	33	1
29	19	1
30	12	1
28	15	1
26	31	1
29	20	1
7	35	1
23	14	1
8	11	1
22	20	1
20	15	1
11	19	2
10	28	2
28	4	2
19	32	2
34	4	2
25	7	2
1	20	2
17	13	2
5	30	2
23	12	2
6	27	2
33	3	2
18	20	2
19	22	3
3	30	3
19	9	3
17	6	3
30	29	3
2	5	3
5	32	3
5	24	3
24	18	3
25	13	3
6	15	3
29	25	3
26	27	3
24	21	3
26	5	4
20	4	4
11	23	4
27	10	4
28	30	4
10	3	4
21	18	4
26	3	4
8	8	4
21	4	4
28	23	4
19	12	4
24	24	4
14	25	5
3	8	5
23	19	5
5	15	5
18	30	5
24	7	5
31	27	5
1	10	5
26	31	5
14	17	5
25	2	5
12	28	5
1	12	5
2	8	6
22	23	6
6	23	6
11	9	6
1	33	6
16	3	6
18	33	6
9	33	6
31	11	6
17	16	6
13	29	6
9	15	6
31	4	6
