***2D Rectangular Problem***
***Instances for the Single Large Object Placement Problem (SLOPP)***
Input parameter file: oi.txt
***************************************************************************************************************
Total number of instances 
LargeObject.Length	LargeObject.Width
Number of different item types (i)
Item[i].Length	Item[i].Width	Item[i].LowerBoundDemand	Item[i].UpperBoundDemand	Item[i].Value
***************************************************************************************************************
500
150	150
100
6	11	100	100	66
8	18	100	100	144
1	10	100	100	10
46	12	100	100	552
30	10	100	100	300
11	8	100	100	88
1	19	100	100	19
26	17	100	100	442
19	14	100	100	266
42	31	100	100	1302
37	4	100	100	148
1	11	100	100	11
47	7	100	100	329
15	12	100	100	180
23	23	100	100	529
3	22	100	100	66
39	26	100	100	1014
3	26	100	100	78
49	17	100	100	833
49	9	100	100	441
50	21	100	100	1050
32	17	100	100	544
1	1	100	100	1
22	5	100	100	110
13	3	100	100	39
38	14	100	100	532
3	15	100	100	45
4	7	100	100	28
42	6	100	100	252
46	26	100	100	1196
1	6	100	100	6
25	21	100	100	525
10	21	100	100	210
50	7	100	100	350
22	6	100	100	132
7	5	100	100	35
2	21	100	100	42
13	14	100	100	182
47	25	100	100	1175
38	6	100	100	228
47	12	100	100	564
8	12	100	100	96
35	18	100	100	630
41	23	100	100	943
4	3	100	100	12
38	17	100	100	646
49	8	100	100	392
6	8	100	100	48
45	22	100	100	990
42	22	100	100	924
50	15	100	100	750
9	17	100	100	153
42	23	100	100	966
50	5	100	100	250
50	17	100	100	850
22	17	100	100	374
30	15	100	100	450
28	29	100	100	812
22	13	100	100	286
50	23	100	100	1150
50	8	100	100	400
46	15	100	100	690
3	8	100	100	24
30	14	100	100	420
1	9	100	100	9
48	15	100	100	720
1	8	100	100	8
16	21	100	100	336
49	5	100	100	245
35	15	100	100	525
10	15	100	100	150
4	12	100	100	48
14	13	100	100	182
1	17	100	100	17
21	9	100	100	189
9	27	100	100	243
44	7	100	100	308
21	7	100	100	147
48	5	100	100	240
50	9	100	100	450
41	11	100	100	451
6	14	100	100	84
31	3	100	100	93
49	11	100	100	539
3	10	100	100	30
1	13	100	100	13
3	5	100	100	15
47	20	100	100	940
4	14	100	100	56
2	10	100	100	20
4	10	100	100	40
4	19	100	100	76
50	3	100	100	150
14	22	100	100	308
39	6	100	100	234
8	16	100	100	128
4	15	100	100	60
3	37	100	100	111
15	14	100	100	210
43	23	100	100	989
150	150
100
22	25	100	100	550
49	21	100	100	1029
15	10	100	100	150
41	22	100	100	902
21	8	100	100	168
46	30	100	100	1380
47	6	100	100	282
1	18	100	100	18
1	20	100	100	20
33	6	100	100	198
22	15	100	100	330
26	1	100	100	26
44	20	100	100	880
31	6	100	100	186
1	30	100	100	30
1	4	100	100	4
21	10	100	100	210
15	17	100	100	255
28	8	100	100	224
16	7	100	100	112
4	19	100	100	76
37	10	100	100	370
12	17	100	100	204
1	14	100	100	14
31	4	100	100	124
4	26	100	100	104
31	3	100	100	93
1	7	100	100	7
11	5	100	100	55
9	33	100	100	297
50	17	100	100	850
1	5	100	100	5
25	7	100	100	175
37	16	100	100	592
18	20	100	100	360
2	11	100	100	22
31	19	100	100	589
3	26	100	100	78
36	2	100	100	72
15	3	100	100	45
47	14	100	100	658
50	20	100	100	1000
40	19	100	100	760
20	11	100	100	220
48	24	100	100	1152
2	21	100	100	42
9	10	100	100	90
50	22	100	100	1100
5	8	100	100	40
23	10	100	100	230
50	11	100	100	550
10	8	100	100	80
1	17	100	100	17
1	21	100	100	21
33	34	100	100	1122
4	39	100	100	156
50	3	100	100	150
36	18	100	100	648
8	12	100	100	96
7	8	100	100	56
38	16	100	100	608
36	10	100	100	360
2	6	100	100	12
6	20	100	100	120
7	10	100	100	70
50	4	100	100	200
7	32	100	100	224
11	10	100	100	110
50	15	100	100	750
48	5	100	100	240
10	30	100	100	300
7	13	100	100	91
30	23	100	100	690
11	8	100	100	88
50	16	100	100	800
33	23	100	100	759
31	32	100	100	992
1	12	100	100	12
15	12	100	100	180
30	15	100	100	450
2	12	100	100	24
2	28	100	100	56
26	7	100	100	182
22	6	100	100	132
1	22	100	100	22
20	18	100	100	360
49	12	100	100	588
11	9	100	100	99
3	17	100	100	51
7	22	100	100	154
2	14	100	100	28
50	2	100	100	100
14	11	100	100	154
42	13	100	100	546
1	8	100	100	8
16	27	100	100	432
48	13	100	100	624
20	35	100	100	700
48	23	100	100	1104
33	31	100	100	1023
150	150
100
48	16	100	100	768
2	4	100	100	8
21	18	100	100	378
33	25	100	100	825
23	7	100	100	161
29	1	100	100	29
48	23	100	100	1104
1	3	100	100	3
34	8	100	100	272
45	16	100	100	720
30	8	100	100	240
50	9	100	100	450
24	9	100	100	216
1	22	100	100	22
4	20	100	100	80
37	7	100	100	259
50	10	100	100	500
24	33	100	100	792
9	21	100	100	189
1	14	100	100	14
42	12	100	100	504
46	9	100	100	414
14	12	100	100	168
45	11	100	100	495
27	7	100	100	189
20	12	100	100	240
13	26	100	100	338
28	13	100	100	364
39	5	100	100	195
6	5	100	100	30
49	22	100	100	1078
16	19	100	100	304
34	12	100	100	408
48	13	100	100	624
9	14	100	100	126
17	21	100	100	357
28	33	100	100	924
14	8	100	100	112
1	23	100	100	23
12	16	100	100	192
43	11	100	100	473
20	5	100	100	100
33	10	100	100	330
42	17	100	100	714
29	25	100	100	725
2	10	100	100	20
49	7	100	100	343
50	15	100	100	750
6	2	100	100	12
38	25	100	100	950
50	16	100	100	800
27	17	100	100	459
44	28	100	100	1232
47	23	100	100	1081
3	22	100	100	66
20	4	100	100	80
25	36	100	100	900
1	33	100	100	33
15	15	100	100	225
12	19	100	100	228
45	10	100	100	450
25	34	100	100	850
29	12	100	100	348
3	10	100	100	30
7	21	100	100	147
10	25	100	100	250
40	6	100	100	240
6	13	100	100	78
23	13	100	100	299
46	12	100	100	552
50	28	100	100	1400
50	22	100	100	1100
50	12	100	100	600
50	19	100	100	950
1	13	100	100	13
2	15	100	100	30
48	20	100	100	960
17	20	100	100	340
44	2	100	100	88
44	9	100	100	396
43	24	100	100	1032
50	4	100	100	200
50	27	100	100	1350
45	13	100	100	585
42	20	100	100	840
3	13	100	100	39
1	16	100	100	16
46	13	100	100	598
48	32	100	100	1536
10	11	100	100	110
1	8	100	100	8
35	11	100	100	385
49	16	100	100	784
48	26	100	100	1248
43	12	100	100	516
15	19	100	100	285
3	34	100	100	102
45	12	100	100	540
1	17	100	100	17
46	6	100	100	276
150	150
100
1	7	100	100	7
27	11	100	100	297
1	12	100	100	12
4	8	100	100	32
3	7	100	100	21
13	24	100	100	312
48	2	100	100	96
50	9	100	100	450
8	6	100	100	48
50	23	100	100	1150
2	19	100	100	38
50	7	100	100	350
46	22	100	100	1012
50	8	100	100	400
33	4	100	100	132
31	11	100	100	341
49	19	100	100	931
42	11	100	100	462
35	8	100	100	280
47	33	100	100	1551
16	13	100	100	208
12	18	100	100	216
2	20	100	100	40
2	33	100	100	66
50	19	100	100	950
9	7	100	100	63
8	10	100	100	80
50	16	100	100	800
50	25	100	100	1250
50	13	100	100	650
9	6	100	100	54
1	19	100	100	19
1	29	100	100	29
36	11	100	100	396
15	5	100	100	75
17	19	100	100	323
1	6	100	100	6
12	27	100	100	324
39	16	100	100	624
2	14	100	100	28
45	10	100	100	450
1	3	100	100	3
4	9	100	100	36
36	16	100	100	576
1	8	100	100	8
49	14	100	100	686
49	28	100	100	1372
50	17	100	100	850
34	6	100	100	204
33	11	100	100	363
49	23	100	100	1127
9	16	100	100	144
33	21	100	100	693
11	15	100	100	165
2	26	100	100	52
2	15	100	100	30
49	7	100	100	343
3	13	100	100	39
49	16	100	100	784
44	19	100	100	836
8	15	100	100	120
27	6	100	100	162
47	12	100	100	564
27	7	100	100	189
5	22	100	100	110
45	42	100	100	1890
2	8	100	100	16
6	14	100	100	84
20	28	100	100	560
19	10	100	100	190
49	10	100	100	490
4	11	100	100	44
16	5	100	100	80
45	35	100	100	1575
9	21	100	100	189
50	6	100	100	300
11	18	100	100	198
44	11	100	100	484
22	10	100	100	220
2	17	100	100	34
34	19	100	100	646
50	27	100	100	1350
29	11	100	100	319
1	15	100	100	15
32	6	100	100	192
34	5	100	100	170
5	25	100	100	125
34	12	100	100	408
42	28	100	100	1176
9	9	100	100	81
28	26	100	100	728
14	24	100	100	336
3	27	100	100	81
7	14	100	100	98
5	14	100	100	70
45	17	100	100	765
9	10	100	100	90
34	35	100	100	1190
25	17	100	100	425
36	17	100	100	612
150	150
100
5	14	100	100	70
47	6	100	100	282
2	9	100	100	18
3	35	100	100	105
2	39	100	100	78
33	5	100	100	165
50	17	100	100	850
20	26	100	100	520
1	5	100	100	5
17	9	100	100	153
31	14	100	100	434
5	9	100	100	45
25	17	100	100	425
16	7	100	100	112
50	20	100	100	1000
28	23	100	100	644
49	3	100	100	147
50	9	100	100	450
31	7	100	100	217
24	12	100	100	288
1	28	100	100	28
50	14	100	100	700
4	9	100	100	36
19	7	100	100	133
49	5	100	100	245
44	18	100	100	792
21	12	100	100	252
10	10	100	100	100
47	17	100	100	799
32	19	100	100	608
6	25	100	100	150
50	7	100	100	350
37	5	100	100	185
1	16	100	100	16
42	2	100	100	84
48	13	100	100	624
40	33	100	100	1320
14	15	100	100	210
45	11	100	100	495
21	5	100	100	105
50	26	100	100	1300
7	16	100	100	112
49	18	100	100	882
19	6	100	100	114
11	3	100	100	33
50	8	100	100	400
29	23	100	100	667
4	6	100	100	24
41	13	100	100	533
23	10	100	100	230
36	3	100	100	108
49	10	100	100	490
38	15	100	100	570
2	18	100	100	36
44	20	100	100	880
48	14	100	100	672
46	20	100	100	920
31	20	100	100	620
11	29	100	100	319
3	30	100	100	90
45	27	100	100	1215
30	18	100	100	540
33	9	100	100	297
22	13	100	100	286
20	17	100	100	340
23	4	100	100	92
12	16	100	100	192
16	10	100	100	160
47	22	100	100	1034
6	5	100	100	30
12	21	100	100	252
47	2	100	100	94
50	19	100	100	950
43	17	100	100	731
43	12	100	100	516
24	7	100	100	168
28	12	100	100	336
19	13	100	100	247
47	9	100	100	423
40	18	100	100	720
14	12	100	100	168
44	10	100	100	440
50	11	100	100	550
30	7	100	100	210
45	9	100	100	405
38	6	100	100	228
31	8	100	100	248
45	6	100	100	270
13	8	100	100	104
1	19	100	100	19
10	20	100	100	200
36	16	100	100	576
50	23	100	100	1150
49	26	100	100	1274
29	15	100	100	435
12	34	100	100	408
24	21	100	100	504
6	17	100	100	102
6	15	100	100	90
23	18	100	100	414
150	150
100
10	7	100	100	70
49	22	100	100	1078
8	27	100	100	216
1	9	100	100	9
24	24	100	100	576
3	22	100	100	66
34	26	100	100	884
48	9	100	100	432
20	20	100	100	400
32	15	100	100	480
41	20	100	100	820
43	14	100	100	602
45	9	100	100	405
14	23	100	100	322
16	18	100	100	288
19	10	100	100	190
4	5	100	100	20
2	14	100	100	28
3	14	100	100	42
14	7	100	100	98
50	9	100	100	450
21	21	100	100	441
3	20	100	100	60
49	18	100	100	882
12	7	100	100	84
40	16	100	100	640
1	30	100	100	30
4	8	100	100	32
40	9	100	100	360
46	8	100	100	368
43	11	100	100	473
25	7	100	100	175
50	15	100	100	750
25	21	100	100	525
39	1	100	100	39
42	10	100	100	420
47	11	100	100	517
50	7	100	100	350
7	15	100	100	105
3	27	100	100	81
48	10	100	100	480
30	28	100	100	840
36	12	100	100	432
12	28	100	100	336
23	17	100	100	391
45	24	100	100	1080
31	7	100	100	217
15	38	100	100	570
38	33	100	100	1254
49	21	100	100	1029
19	2	100	100	38
20	15	100	100	300
2	25	100	100	50
5	12	100	100	60
11	20	100	100	220
46	22	100	100	1012
48	29	100	100	1392
2	21	100	100	42
12	14	100	100	168
9	19	100	100	171
47	20	100	100	940
50	2	100	100	100
8	24	100	100	192
21	27	100	100	567
13	26	100	100	338
38	19	100	100	722
14	5	100	100	70
1	4	100	100	4
3	15	100	100	45
46	6	100	100	276
12	33	100	100	396
12	11	100	100	132
16	9	100	100	144
33	25	100	100	825
46	12	100	100	552
45	16	100	100	720
8	22	100	100	176
6	13	100	100	78
48	17	100	100	816
28	16	100	100	448
49	17	100	100	833
33	9	100	100	297
50	8	100	100	400
48	16	100	100	768
50	14	100	100	700
12	30	100	100	360
17	21	100	100	357
26	16	100	100	416
45	8	100	100	360
11	16	100	100	176
31	28	100	100	868
48	20	100	100	960
32	12	100	100	384
38	1	100	100	38
2	13	100	100	26
34	6	100	100	204
13	6	100	100	78
15	4	100	100	60
50	25	100	100	1250
46	24	100	100	1104
150	150
100
1	9	100	100	9
8	17	100	100	136
45	14	100	100	630
40	18	100	100	720
34	10	100	100	340
7	13	100	100	91
50	9	100	100	450
22	11	100	100	242
2	17	100	100	34
5	22	100	100	110
1	10	100	100	10
32	27	100	100	864
28	6	100	100	168
38	9	100	100	342
39	20	100	100	780
43	13	100	100	559
1	28	100	100	28
1	14	100	100	14
19	5	100	100	95
4	8	100	100	32
45	11	100	100	495
4	22	100	100	88
48	16	100	100	768
1	3	100	100	3
25	21	100	100	525
44	9	100	100	396
4	25	100	100	100
25	13	100	100	325
14	23	100	100	322
1	13	100	100	13
50	20	100	100	1000
44	2	100	100	88
50	22	100	100	1100
17	11	100	100	187
50	10	100	100	500
47	37	100	100	1739
25	3	100	100	75
16	32	100	100	512
8	7	100	100	56
44	29	100	100	1276
43	9	100	100	387
21	12	100	100	252
31	10	100	100	310
14	34	100	100	476
48	14	100	100	672
47	18	100	100	846
41	9	100	100	369
31	19	100	100	589
14	6	100	100	84
50	13	100	100	650
44	17	100	100	748
20	23	100	100	460
3	15	100	100	45
23	27	100	100	621
37	22	100	100	814
48	6	100	100	288
30	30	100	100	900
3	25	100	100	75
7	9	100	100	63
33	5	100	100	165
30	9	100	100	270
46	11	100	100	506
50	17	100	100	850
15	23	100	100	345
23	7	100	100	161
49	8	100	100	392
3	8	100	100	24
2	13	100	100	26
2	11	100	100	22
50	7	100	100	350
2	4	100	100	8
13	4	100	100	52
29	2	100	100	58
47	10	100	100	470
49	9	100	100	441
5	6	100	100	30
18	18	100	100	324
1	6	100	100	6
1	18	100	100	18
1	7	100	100	7
17	15	100	100	255
33	9	100	100	297
10	17	100	100	170
2	9	100	100	18
19	25	100	100	475
50	12	100	100	600
18	24	100	100	432
37	12	100	100	444
50	30	100	100	1500
32	8	100	100	256
7	30	100	100	210
49	5	100	100	245
1	22	100	100	22
30	26	100	100	780
8	10	100	100	80
13	27	100	100	351
50	23	100	100	1150
28	31	100	100	868
26	23	100	100	598
6	32	100	100	192
150	150
100
1	9	100	100	9
26	26	100	100	676
22	10	100	100	220
33	12	100	100	396
13	15	100	100	195
1	12	100	100	12
49	13	100	100	637
18	19	100	100	342
19	32	100	100	608
14	5	100	100	70
25	14	100	100	350
31	31	100	100	961
46	13	100	100	598
33	16	100	100	528
19	17	100	100	323
2	15	100	100	30
46	15	100	100	690
27	20	100	100	540
1	11	100	100	11
10	6	100	100	60
18	18	100	100	324
49	8	100	100	392
23	4	100	100	92
1	18	100	100	18
4	26	100	100	104
4	11	100	100	44
3	3	100	100	9
50	4	100	100	200
13	18	100	100	234
50	8	100	100	400
46	8	100	100	368
3	16	100	100	48
50	7	100	100	350
38	14	100	100	532
1	8	100	100	8
38	8	100	100	304
10	4	100	100	40
1	14	100	100	14
28	22	100	100	616
4	12	100	100	48
3	10	100	100	30
50	3	100	100	150
50	20	100	100	1000
50	21	100	100	1050
3	24	100	100	72
50	12	100	100	600
49	12	100	100	588
46	20	100	100	920
25	23	100	100	575
31	9	100	100	279
34	11	100	100	374
6	19	100	100	114
50	19	100	100	950
5	12	100	100	60
27	10	100	100	270
44	10	100	100	440
40	14	100	100	560
28	7	100	100	196
18	25	100	100	450
50	15	100	100	750
1	17	100	100	17
31	10	100	100	310
36	17	100	100	612
48	5	100	100	240
23	19	100	100	437
15	3	100	100	45
36	13	100	100	468
34	16	100	100	544
46	7	100	100	322
16	12	100	100	192
7	27	100	100	189
49	5	100	100	245
17	17	100	100	289
5	18	100	100	90
50	22	100	100	1100
41	13	100	100	533
2	19	100	100	38
1	23	100	100	23
50	13	100	100	650
23	16	100	100	368
25	33	100	100	825
19	36	100	100	684
41	10	100	100	410
12	6	100	100	72
47	26	100	100	1222
46	6	100	100	276
31	6	100	100	186
42	16	100	100	672
45	15	100	100	675
27	13	100	100	351
29	2	100	100	58
18	29	100	100	522
38	11	100	100	418
14	20	100	100	280
33	1	100	100	33
18	11	100	100	198
23	12	100	100	276
9	15	100	100	135
40	13	100	100	520
50	10	100	100	500
150	150
100
6	34	100	100	204
13	17	100	100	221
26	22	100	100	572
46	15	100	100	690
39	8	100	100	312
50	19	100	100	950
1	11	100	100	11
17	4	100	100	68
5	4	100	100	20
32	9	100	100	288
50	25	100	100	1250
32	13	100	100	416
31	26	100	100	806
29	8	100	100	232
50	5	100	100	250
45	2	100	100	90
41	4	100	100	164
44	21	100	100	924
47	7	100	100	329
29	23	100	100	667
50	6	100	100	300
3	13	100	100	39
9	9	100	100	81
25	14	100	100	350
1	20	100	100	20
40	22	100	100	880
4	4	100	100	16
14	13	100	100	182
50	28	100	100	1400
8	10	100	100	80
23	18	100	100	414
3	20	100	100	60
4	8	100	100	32
2	13	100	100	26
15	6	100	100	90
4	22	100	100	88
46	5	100	100	230
37	12	100	100	444
50	3	100	100	150
50	26	100	100	1300
23	20	100	100	460
35	24	100	100	840
15	17	100	100	255
33	11	100	100	363
7	5	100	100	35
34	7	100	100	238
21	12	100	100	252
1	25	100	100	25
30	29	100	100	870
18	14	100	100	252
45	13	100	100	585
50	11	100	100	550
50	22	100	100	1100
2	16	100	100	32
34	11	100	100	374
19	28	100	100	532
34	6	100	100	204
46	19	100	100	874
1	30	100	100	30
50	4	100	100	200
8	6	100	100	48
7	28	100	100	196
30	8	100	100	240
16	11	100	100	176
50	15	100	100	750
28	14	100	100	392
50	10	100	100	500
