50	1000	12522
459	528	1
644	465	1
678	414	1
546	590	1
716	640	1
497	696	1
290	605	1
583	421	1
746	596	1
273	526	1
572	665	2
349	566	2
276	660	2
434	622	2
268	352	2
254	685	2
483	532	2
634	596	2
417	300	2
625	568	2
745	422	3
554	549	3
382	323	3
277	426	3
542	400	3
321	520	3
467	679	3
614	585	3
537	355	3
604	519	3
264	594	4
446	433	4
668	506	4
392	491	4
426	579	4
324	512	4
729	723	4
465	590	4
734	616	4
339	405	4
482	640	5
405	635	5
486	320	5
728	359	5
543	290	5
599	269	5
446	327	5
479	606	5
656	278	5
439	281	5
