60	150	256
18	12	1
52	15	1
12	16	1
56	26	1
49	6	1
25	27	1
30	20	1
28	30	1
27	26	1
30	30	1
60	13	2
58	23	2
44	35	2
20	28	2
54	37	2
21	23	2
20	29	2
24	20	2
25	30	2
22	25	2
55	12	3
27	18	3
40	33	3
34	8	3
2	14	3
29	24	3
29	30	3
20	23	3
21	22	3
20	26	3
60	24	4
5	25	4
3	42	4
39	12	4
2	35	4
21	28	4
23	23	4
30	26	4
28	29	4
20	21	4
2	26	5
60	7	5
56	17	5
37	16	5
60	29	5
20	22	5
22	21	5
24	25	5
28	20	5
20	20	5
60	6	6
31	14	6
8	33	6
16	14	6
17	24	6
26	22	6
24	30	6
20	30	6
27	30	6
30	28	6
