500	1000	1000
62	102	1
56	79	1
112	38	1
36	93	1
66	51	1
38	75	1
61	45	1
35	78	1
26	102	1
32	81	1
46	54	1
56	39	1
36	60	1
59	37	1
50	41	1
39	51	1
57	35	1
57	35	1
26	75	1
30	64	1
31	60	1
66	29	1
36	52	1
53	35	1
63	29	1
32	57	1
82	22	1
33	55	1
37	49	1
30	60	1
48	37	1
32	55	1
65	27	1
60	27	1
52	31	1
51	27	1
64	21	1
50	26	1
30	41	1
36	33	1
20	59	1
24	48	1
22	52	1
44	26	1
56	20	1
59	18	1
17	62	1
44	24	1
55	18	1
17	58	1
26	37	1
35	28	1
18	55	1
23	42	1
26	37	1
39	25	1
80	79	2
62	79	2
59	59	2
66	52	2
58	58	2
32	103	2
49	65	2
64	49	2
33	95	2
64	48	2
42	69	2
44	64	2
50	52	2
40	64	2
66	36	2
34	63	2
56	38	2
42	50	2
44	48	2
46	45	2
57	36	2
27	76	2
74	27	2
39	51	2
30	64	2
57	34	2
39	48	2
37	51	2
59	32	2
34	54	2
29	62	2
37	49	2
53	35	2
55	33	2
24	75	2
60	30	2
39	45	2
41	43	2
26	58	2
20	75	2
28	48	2
60	20	2
25	47	2
47	26	2
48	25	2
42	28	2
43	27	2
27	42	2
27	40	2
18	57	2
18	57	2
20	50	2
33	30	2
46	21	2
36	27	2
23	41	2
112	59	3
64	55	3
62	55	3
66	52	3
30	111	3
59	57	3
29	102	3
37	81	3
61	47	3
84	33	3
35	78	3
41	63	3
45	52	3
30	75	3
51	41	3
52	40	3
26	79	3
37	55	3
62	33	3
60	33	3
57	34	3
35	56	3
50	39	3
31	62	3
25	75	3
32	59	3
84	22	3
34	55	3
32	59	3
46	40	3
37	50	3
23	79	3
55	33	3
60	30	3
66	27	3
48	37	3
54	33	3
32	55	3
36	49	3
34	52	3
33	51	3
67	21	3
52	26	3
25	50	3
20	59	3
27	43	3
37	31	3
62	18	3
20	55	3
55	18	3
18	54	3
24	42	3
16	62	3
42	23	3
26	37	3
50	116	4
47	111	4
57	75	4
56	62	4
96	36	4
62	52	4
76	42	4
40	78	4
35	76	4
48	55	4
32	79	4
63	39	4
28	84	4
72	33	4
31	73	4
68	32	4
43	49	4
66	31	4
24	84	4
67	29	4
37	54	4
59	32	4
38	50	4
34	55	4
74	25	4
37	50	4
42	44	4
28	66	4
33	55	4
23	78	4
30	59	4
56	32	4
58	31	4
48	34	4
21	78	4
21	75	4
49	30	4
43	33	4
37	38	4
33	41	4
64	20	4
44	28	4
24	50	4
42	28	4
49	24	4
33	35	4
23	50	4
33	32	4
44	24	4
18	60	4
18	57	4
34	30	4
20	52	4
56	17	4
16	58	4
39	111	5
31	111	5
95	33	5
43	69	5
54	52	5
51	51	5
57	45	5
79	32	5
36	66	5
35	65	5
66	34	5
51	44	5
47	47	5
33	67	5
46	46	5
64	33	5
61	35	5
39	52	5
64	32	5
37	53	5
38	51	5
35	55	5
57	33	5
29	65	5
39	47	5
47	39	5
36	51	5
37	50	5
33	57	5
30	62	5
46	40	5
28	65	5
29	62	5
40	44	5
25	60	5
65	22	5
43	31	5
20	65	5
44	29	5
48	26	5
46	26	5
26	45	5
31	36	5
37	31	5
38	29	5
21	52	5
28	39	5
42	25	5
35	29	5
21	49	5
19	53	5
40	25	5
24	41	5
27	36	5
17	57	5
42	23	5
35	137	6
59	77	6
67	64	6
56	73	6
49	79	6
52	72	6
117	31	6
61	59	6
54	62	6
45	74	6
34	91	6
44	71	6
95	32	6
57	52	6
35	81	6
65	43	6
30	85	6
45	55	6
79	31	6
66	37	6
42	57	6
46	51	6
57	36	6
31	65	6
31	65	6
74	27	6
29	66	6
65	29	6
33	56	6
31	60	6
53	35	6
35	51	6
82	22	6
32	48	6
28	50	6
56	23	6
55	22	6
61	20	6
20	59	6
36	33	6
36	32	6
25	44	6
36	30	6
59	19	6
45	24	6
41	26	6
35	31	6
32	33	6
23	46	6
37	28	6
20	51	6
55	18	6
20	49	6
31	31	6
31	30	6
18	53	6
66	73	7
45	102	7
76	52	7
43	86	7
81	43	7
56	62	7
41	85	7
82	42	7
75	46	7
44	75	7
55	59	7
42	70	7
34	79	7
56	46	7
41	62	7
63	39	7
52	44	7
34	64	7
46	47	7
58	35	7
31	65	7
35	54	7
50	38	7
45	42	7
34	55	7
24	79	7
46	41	7
40	47	7
36	52	7
51	36	7
24	75	7
35	52	7
55	32	7
37	49	7
60	29	7
49	35	7
38	45	7
33	51	7
52	29	7
22	65	7
31	44	7
44	31	7
45	27	7
51	23	7
22	51	7
35	31	7
35	31	7
35	31	7
33	32	7
45	24	7
19	54	7
27	37	7
38	27	7
56	17	7
32	31	7
17	55	7
53	109	8
104	43	8
62	66	8
61	57	8
60	55	8
56	50	8
41	64	8
34	73	8
58	42	8
42	56	8
39	59	8
35	67	8
42	54	8
35	64	8
79	27	8
47	43	8
64	32	8
32	62	8
32	60	8
31	62	8
24	82	8
29	66	8
37	51	8
67	28	8
56	34	8
66	28	8
22	84	8
47	39	8
36	52	8
84	22	8
38	49	8
32	57	8
33	55	8
63	29	8
67	27	8
41	44	8
74	24	8
84	21	8
41	44	8
30	60	8
56	32	8
36	47	8
49	32	8
67	22	8
46	28	8
44	26	8
67	17	8
37	31	8
42	26	8
17	59	8
34	29	8
33	30	8
19	52	8
18	54	8
19	51	8
47	82	9
117	30	9
32	107	9
40	85	9
42	79	9
38	81	9
49	62	9
58	52	9
67	45	9
36	82	9
26	102	9
50	49	9
65	37	9
60	38	9
27	84	9
56	41	9
68	32	9
41	52	9
27	79	9
55	38	9
56	37	9
34	62	9
37	57	9
31	67	9
37	51	9
75	25	9
34	55	9
44	42	9
52	35	9
27	67	9
59	31	9
51	36	9
36	49	9
74	24	9
30	60	9
22	79	9
35	51	9
60	29	9
31	56	9
36	43	9
33	46	9
42	32	9
41	30	9
43	28	9
28	39	9
33	33	9
37	29	9
24	45	9
35	31	9
41	25	9
27	37	9
18	54	9
49	20	9
60	16	9
16	58	9
