500	1000	1000
24	143	1
40	76	1
261	12	1
108	28	1
300	9	1
421	6	1
9	289	1
7	371	1
166	16	1
374	7	1
59	45	1
179	15	1
5	459	1
13	187	1
22	110	1
131	18	1
74	32	1
5	480	1
5	480	1
29	79	1
308	7	1
58	37	1
144	15	1
143	15	1
16	125	1
52	39	1
25	80	1
20	102	1
23	83	1
8	257	1
32	60	1
159	11	1
49	37	1
99	18	1
31	57	1
6	257	1
71	23	1
14	114	1
15	102	1
31	50	1
58	26	1
27	57	1
40	38	1
7	233	1
7	199	1
28	48	1
17	69	1
99	9	1
5	191	1
3	252	1
21	42	1
138	6	1
17	48	1
27	30	1
3	185	1
627	18	2
210	36	2
60	48	2
256	11	2
52	49	2
35	70	2
26	92	2
158	15	2
53	43	2
5	459	2
58	37	2
421	5	2
47	45	2
216	10	2
127	16	2
90	22	2
319	6	2
44	43	2
81	23	2
22	83	2
319	6	2
7	234	2
7	230	2
59	29	2
15	107	2
267	6	2
161	10	2
30	53	2
12	128	2
7	221	2
30	51	2
108	14	2
27	55	2
103	14	2
11	122	2
28	43	2
339	4	2
20	57	2
5	257	2
27	38	2
10	96	2
7	131	2
24	37	2
76	12	2
163	5	2
55	16	2
76	11	2
51	17	2
93	9	2
94	9	2
105	8	2
58	14	2
27	26	2
40	16	2
12	48	2
6	80	2
627	56	3
390	44	3
201	15	3
414	7	3
33	79	3
53	49	3
43	58	3
52	48	3
22	107	3
23	104	3
40	58	3
22	102	3
10	215	3
25	90	3
119	18	3
62	35	3
26	83	3
296	7	3
220	9	3
27	76	3
231	9	3
123	16	3
7	257	3
49	38	3
267	7	3
267	7	3
47	34	3
58	27	3
16	96	3
12	131	3
356	4	3
18	83	3
12	120	3
95	14	3
11	108	3
39	32	3
64	19	3
181	6	3
8	125	3
24	43	3
20	51	3
102	10	3
68	14	3
11	87	3
111	8	3
272	3	3
156	5	3
147	6	3
141	5	3
20	32	3
3	221	3
58	10	3
161	4	3
6	92	3
16	32	3
627	75	4
627	49	4
237	44	4
144	63	4
123	24	4
62	46	4
161	17	4
9	291	4
366	7	4
73	37	4
8	330	4
15	161	4
20	119	4
24	93	4
11	207	4
41	53	4
67	32	4
13	161	4
34	61	4
319	6	4
12	164	4
121	17	4
250	8	4
89	22	4
319	6	4
123	16	4
18	102	4
14	132	4
77	23	4
7	268	4
216	8	4
9	189	4
50	35	4
133	13	4
197	8	4
15	107	4
25	61	4
52	26	4
339	3	4
71	15	4
15	71	4
33	32	4
48	21	4
7	137	4
20	48	4
267	3	4
10	87	4
5	191	4
3	252	4
212	4	4
6	134	4
64	13	4
212	4	4
161	4	4
6	96	4
61	8	4
30	93	5
45	60	5
22	118	5
22	118	5
20	118	5
108	21	5
148	15	5
59	37	5
18	121	5
23	93	5
24	83	5
99	19	5
48	40	5
179	10	5
235	8	5
123	15	5
159	11	5
99	18	5
71	24	5
15	118	5
16	104	5
35	48	5
7	224	5
19	87	5
92	17	5
201	8	5
187	8	5
12	128	5
15	102	5
158	10	5
71	20	5
109	13	5
147	9	5
161	8	5
5	221	5
272	4	5
30	39	5
206	6	5
33	35	5
50	22	5
35	31	5
13	83	5
172	6	5
57	18	5
12	83	5
9	102	5
80	12	5
17	55	5
7	130	5
20	45	5
206	4	5
22	39	5
12	70	5
11	57	5
78	7	5
4	109	5
13	230	6
6	480	6
14	212	6
6	515	6
319	9	6
306	9	6
99	26	6
24	99	6
16	146	6
13	186	6
49	48	6
216	11	6
13	184	6
234	9	6
129	17	6
9	230	6
19	110	6
99	21	6
208	10	6
223	9	6
99	20	6
99	19	6
28	66	6
79	24	6
124	15	6
35	51	6
16	106	6
49	34	6
45	36	6
30	53	6
108	14	6
7	221	6
130	12	6
356	4	6
99	16	6
14	102	6
26	48	6
38	32	6
6	185	6
48	22	6
6	173	6
52	18	6
10	90	6
98	9	6
110	8	6
40	22	6
38	23	6
105	8	6
18	47	6
7	115	6
26	30	6
30	23	6
90	7	6
3	172	6
15	32	6
15	32	6
69	47	7
256	12	7
24	124	7
127	21	7
55	49	7
319	8	7
51	49	7
134	18	7
157	15	7
19	124	7
135	16	7
45	48	7
272	7	7
245	8	7
186	10	7
24	76	7
5	371	7
67	27	7
199	9	7
98	18	7
31	57	7
18	99	7
14	131	7
53	33	7
10	186	7
99	18	7
13	137	7
102	17	7
31	52	7
9	185	7
7	230	7
67	24	7
187	8	7
131	12	7
27	57	7
7	215	7
6	237	7
169	8	7
27	47	7
10	125	7
19	61	7
18	56	7
11	91	7
33	31	7
30	32	7
8	112	7
81	12	7
7	131	7
21	43	7
