***2D Rectangular Problem***
***Instances for the Single Large Object Placement Problem (SLOPP)***
Input parameter file: oi.txt
***************************************************************************************************************
Total number of instances 
LargeObject.Length	LargeObject.Width
Number of different item types (i)
Item[i].Length	Item[i].Width	Item[i].LowerBoundDemand	Item[i].UpperBoundDemand	Item[i].Value
***************************************************************************************************************
500
150	150
70
20	22	70	70	440
20	27	70	70	540
19	21	70	70	399
28	23	70	70	644
25	21	70	70	525
21	20	70	70	420
19	28	70	70	532
24	26	70	70	624
23	24	70	70	552
28	29	70	70	812
27	19	70	70	513
19	22	70	70	418
29	19	70	70	551
22	22	70	70	484
23	29	70	70	667
19	29	70	70	551
27	29	70	70	783
26	29	70	70	754
26	25	70	70	650
23	19	70	70	437
29	25	70	70	725
29	29	70	70	841
20	21	70	70	420
19	19	70	70	361
19	25	70	70	475
24	29	70	70	696
27	28	70	70	756
21	24	70	70	504
29	27	70	70	783
19	20	70	70	380
28	19	70	70	532
28	21	70	70	588
19	27	70	70	513
20	19	70	70	380
22	21	70	70	462
29	26	70	70	754
20	25	70	70	500
24	23	70	70	552
23	27	70	70	621
22	26	70	70	572
26	27	70	70	702
20	20	70	70	400
28	20	70	70	560
27	21	70	70	567
25	20	70	70	500
29	24	70	70	696
23	21	70	70	483
26	19	70	70	494
26	26	70	70	676
25	19	70	70	475
20	26	70	70	520
21	29	70	70	609
29	20	70	70	580
20	29	70	70	580
25	26	70	70	650
19	23	70	70	437
28	24	70	70	672
27	27	70	70	729
21	25	70	70	525
23	28	70	70	644
26	20	70	70	520
21	28	70	70	588
23	23	70	70	529
19	24	70	70	456
21	23	70	70	483
24	19	70	70	456
29	23	70	70	667
26	24	70	70	624
28	26	70	70	728
21	19	70	70	399
150	150
70
22	19	70	70	418
28	21	70	70	588
27	20	70	70	540
19	20	70	70	380
29	20	70	70	580
23	19	70	70	437
24	20	70	70	480
20	29	70	70	580
19	28	70	70	532
28	26	70	70	728
28	29	70	70	812
29	22	70	70	638
19	27	70	70	513
25	23	70	70	575
20	28	70	70	560
29	29	70	70	841
19	19	70	70	361
26	19	70	70	494
19	26	70	70	494
22	23	70	70	506
23	24	70	70	552
27	28	70	70	756
25	25	70	70	625
29	26	70	70	754
23	28	70	70	644
21	19	70	70	399
25	20	70	70	500
19	29	70	70	551
23	27	70	70	621
25	21	70	70	525
24	19	70	70	456
25	19	70	70	475
20	25	70	70	500
29	23	70	70	667
20	24	70	70	480
19	25	70	70	475
22	29	70	70	638
27	26	70	70	702
22	28	70	70	616
19	22	70	70	418
25	27	70	70	675
22	21	70	70	462
28	24	70	70	672
27	25	70	70	675
28	20	70	70	560
26	29	70	70	754
21	20	70	70	420
20	19	70	70	380
27	23	70	70	621
21	29	70	70	609
27	29	70	70	783
29	19	70	70	551
26	26	70	70	676
28	28	70	70	784
20	23	70	70	460
20	20	70	70	400
21	27	70	70	567
21	28	70	70	588
29	28	70	70	812
22	26	70	70	572
19	21	70	70	399
29	25	70	70	725
29	27	70	70	783
22	22	70	70	484
25	29	70	70	725
25	26	70	70	650
21	26	70	70	546
28	27	70	70	756
22	20	70	70	440
23	22	70	70	506
150	150
70
27	19	70	70	513
29	23	70	70	667
21	19	70	70	399
27	21	70	70	567
23	26	70	70	598
20	29	70	70	580
28	19	70	70	532
29	20	70	70	580
24	29	70	70	696
19	29	70	70	551
28	21	70	70	588
24	23	70	70	552
20	19	70	70	380
29	29	70	70	841
22	21	70	70	462
21	20	70	70	420
29	26	70	70	754
19	24	70	70	456
26	29	70	70	754
21	21	70	70	441
24	20	70	70	480
23	27	70	70	621
28	29	70	70	812
26	20	70	70	520
19	25	70	70	475
27	29	70	70	783
19	19	70	70	361
28	26	70	70	728
19	28	70	70	532
20	25	70	70	500
21	29	70	70	609
26	24	70	70	624
24	26	70	70	624
27	20	70	70	540
29	21	70	70	609
22	19	70	70	418
28	27	70	70	756
29	28	70	70	812
26	28	70	70	728
29	22	70	70	638
22	22	70	70	484
23	19	70	70	437
25	28	70	70	700
19	27	70	70	513
24	21	70	70	504
23	29	70	70	667
20	28	70	70	560
24	28	70	70	672
20	24	70	70	480
22	28	70	70	616
25	29	70	70	725
22	20	70	70	440
21	28	70	70	588
20	20	70	70	400
29	27	70	70	783
21	25	70	70	525
26	23	70	70	598
29	19	70	70	551
21	24	70	70	504
25	22	70	70	550
26	27	70	70	702
24	27	70	70	648
19	23	70	70	437
25	24	70	70	600
22	25	70	70	550
21	27	70	70	567
23	22	70	70	506
19	26	70	70	494
27	23	70	70	621
20	23	70	70	460
150	150
70
23	29	70	70	667
19	26	70	70	494
19	21	70	70	399
28	20	70	70	560
23	23	70	70	529
28	24	70	70	672
23	26	70	70	598
25	19	70	70	475
28	22	70	70	616
28	19	70	70	532
19	25	70	70	475
20	20	70	70	400
29	20	70	70	580
19	29	70	70	551
29	22	70	70	638
26	23	70	70	598
24	23	70	70	552
29	29	70	70	841
20	29	70	70	580
23	21	70	70	483
20	19	70	70	380
22	26	70	70	572
26	19	70	70	494
24	25	70	70	600
25	28	70	70	700
27	22	70	70	594
29	25	70	70	725
25	22	70	70	550
24	19	70	70	456
29	26	70	70	754
19	19	70	70	361
24	22	70	70	528
19	23	70	70	437
19	20	70	70	380
24	21	70	70	504
19	22	70	70	418
19	27	70	70	513
19	28	70	70	532
27	29	70	70	783
28	23	70	70	644
24	28	70	70	672
28	26	70	70	728
29	19	70	70	551
26	22	70	70	572
21	21	70	70	441
24	29	70	70	696
20	27	70	70	540
22	23	70	70	506
23	19	70	70	437
27	19	70	70	513
21	26	70	70	546
23	25	70	70	575
28	21	70	70	588
24	27	70	70	648
26	26	70	70	676
20	28	70	70	560
29	24	70	70	696
27	26	70	70	702
22	19	70	70	418
29	21	70	70	609
26	21	70	70	546
21	25	70	70	525
24	24	70	70	576
26	20	70	70	520
26	24	70	70	624
28	29	70	70	812
22	25	70	70	550
21	20	70	70	420
22	28	70	70	616
21	19	70	70	399
150	150
70
20	25	70	70	500
23	29	70	70	667
23	21	70	70	483
29	21	70	70	609
19	22	70	70	418
22	19	70	70	418
29	20	70	70	580
28	27	70	70	756
22	28	70	70	616
22	27	70	70	594
23	20	70	70	460
29	29	70	70	841
21	29	70	70	609
28	22	70	70	616
27	19	70	70	513
28	20	70	70	560
22	29	70	70	638
25	28	70	70	700
19	29	70	70	551
19	27	70	70	513
29	23	70	70	667
21	26	70	70	546
20	28	70	70	560
20	29	70	70	580
29	19	70	70	551
25	22	70	70	550
20	24	70	70	480
19	24	70	70	456
20	19	70	70	380
24	20	70	70	480
25	27	70	70	675
19	19	70	70	361
27	29	70	70	783
25	21	70	70	525
19	25	70	70	475
21	19	70	70	399
27	22	70	70	594
26	20	70	70	520
22	26	70	70	572
26	27	70	70	702
29	26	70	70	754
19	28	70	70	532
25	24	70	70	600
19	20	70	70	380
28	28	70	70	784
28	29	70	70	812
24	28	70	70	672
26	25	70	70	650
29	24	70	70	696
25	19	70	70	475
24	22	70	70	528
21	27	70	70	567
27	21	70	70	567
22	22	70	70	484
19	21	70	70	399
28	19	70	70	532
29	27	70	70	783
25	29	70	70	725
27	23	70	70	621
27	28	70	70	756
26	22	70	70	572
27	27	70	70	729
20	21	70	70	420
22	25	70	70	550
24	19	70	70	456
23	27	70	70	621
22	23	70	70	506
19	26	70	70	494
24	29	70	70	696
29	28	70	70	812
150	150
70
21	29	70	70	609
21	28	70	70	588
29	28	70	70	812
29	19	70	70	551
24	28	70	70	672
19	25	70	70	475
29	26	70	70	754
19	23	70	70	437
23	23	70	70	529
19	19	70	70	361
25	19	70	70	475
26	22	70	70	572
19	29	70	70	551
20	20	70	70	400
27	21	70	70	567
20	29	70	70	580
20	28	70	70	560
20	19	70	70	380
19	27	70	70	513
23	24	70	70	552
28	25	70	70	700
26	20	70	70	520
27	27	70	70	729
21	23	70	70	483
28	21	70	70	588
29	22	70	70	638
28	19	70	70	532
29	27	70	70	783
25	24	70	70	600
19	20	70	70	380
24	23	70	70	552
26	28	70	70	728
29	29	70	70	841
25	29	70	70	725
20	25	70	70	500
24	21	70	70	504
28	26	70	70	728
26	23	70	70	598
29	24	70	70	696
20	26	70	70	520
21	19	70	70	399
19	21	70	70	399
23	19	70	70	437
19	22	70	70	418
27	29	70	70	783
21	26	70	70	546
20	23	70	70	460
28	29	70	70	812
22	20	70	70	440
28	24	70	70	672
22	27	70	70	594
23	21	70	70	483
24	27	70	70	648
24	19	70	70	456
29	21	70	70	609
23	28	70	70	644
19	28	70	70	532
19	26	70	70	494
23	25	70	70	575
29	20	70	70	580
28	22	70	70	616
21	27	70	70	567
21	22	70	70	462
22	19	70	70	418
29	23	70	70	667
22	23	70	70	506
20	22	70	70	440
29	25	70	70	725
28	20	70	70	560
22	21	70	70	462
150	150
70
28	23	70	70	644
29	21	70	70	609
28	20	70	70	560
28	19	70	70	532
20	19	70	70	380
21	21	70	70	441
28	29	70	70	812
19	27	70	70	513
25	23	70	70	575
21	29	70	70	609
27	28	70	70	756
21	19	70	70	399
19	19	70	70	361
19	25	70	70	475
29	19	70	70	551
22	27	70	70	594
21	24	70	70	504
19	21	70	70	399
25	19	70	70	475
20	20	70	70	400
20	24	70	70	480
29	27	70	70	783
25	26	70	70	650
29	26	70	70	754
26	20	70	70	520
29	20	70	70	580
22	28	70	70	616
24	20	70	70	480
29	28	70	70	812
27	24	70	70	648
24	28	70	70	672
26	19	70	70	494
29	29	70	70	841
21	23	70	70	483
21	22	70	70	462
19	23	70	70	437
26	21	70	70	546
20	22	70	70	440
20	29	70	70	580
20	27	70	70	540
28	24	70	70	672
27	27	70	70	729
24	19	70	70	456
20	25	70	70	500
22	21	70	70	462
29	24	70	70	696
26	29	70	70	754
22	19	70	70	418
23	21	70	70	483
25	27	70	70	675
26	28	70	70	728
27	19	70	70	513
23	19	70	70	437
19	20	70	70	380
28	21	70	70	588
19	29	70	70	551
27	29	70	70	783
25	28	70	70	700
24	24	70	70	576
25	22	70	70	550
27	21	70	70	567
25	29	70	70	725
29	22	70	70	638
22	24	70	70	528
28	28	70	70	784
19	28	70	70	532
25	21	70	70	525
24	22	70	70	528
27	20	70	70	540
20	21	70	70	420
150	150
70
29	21	70	70	609
29	29	70	70	841
20	28	70	70	560
24	23	70	70	552
23	19	70	70	437
26	23	70	70	598
29	26	70	70	754
25	29	70	70	725
26	20	70	70	520
19	19	70	70	361
25	27	70	70	675
20	26	70	70	520
26	25	70	70	650
26	28	70	70	728
26	19	70	70	494
29	22	70	70	638
20	25	70	70	500
20	21	70	70	420
19	20	70	70	380
20	20	70	70	400
23	28	70	70	644
29	25	70	70	725
23	24	70	70	552
19	26	70	70	494
24	29	70	70	696
27	19	70	70	513
26	22	70	70	572
29	27	70	70	783
29	28	70	70	812
19	29	70	70	551
28	29	70	70	812
25	26	70	70	650
19	27	70	70	513
19	21	70	70	399
27	27	70	70	729
22	27	70	70	594
27	28	70	70	756
24	27	70	70	648
29	23	70	70	667
26	26	70	70	676
20	19	70	70	380
21	27	70	70	567
29	20	70	70	580
25	25	70	70	625
26	24	70	70	624
22	20	70	70	440
29	19	70	70	551
21	23	70	70	483
22	26	70	70	572
28	21	70	70	588
22	19	70	70	418
23	23	70	70	529
27	29	70	70	783
25	23	70	70	575
28	23	70	70	644
25	24	70	70	600
19	28	70	70	532
19	25	70	70	475
28	25	70	70	700
24	28	70	70	672
19	22	70	70	418
21	19	70	70	399
26	29	70	70	754
28	20	70	70	560
22	29	70	70	638
27	23	70	70	621
20	29	70	70	580
22	22	70	70	484
28	27	70	70	756
27	20	70	70	540
150	150
70
21	24	70	70	504
29	29	70	70	841
24	28	70	70	672
26	28	70	70	728
21	20	70	70	420
19	23	70	70	437
28	19	70	70	532
28	25	70	70	700
29	28	70	70	812
23	23	70	70	529
23	21	70	70	483
28	21	70	70	588
29	20	70	70	580
20	19	70	70	380
22	28	70	70	616
27	19	70	70	513
28	20	70	70	560
19	19	70	70	361
19	24	70	70	456
21	19	70	70	399
24	19	70	70	456
19	29	70	70	551
29	27	70	70	783
25	27	70	70	675
27	24	70	70	648
21	29	70	70	609
24	25	70	70	600
23	27	70	70	621
22	19	70	70	418
26	24	70	70	624
26	26	70	70	676
21	21	70	70	441
29	24	70	70	696
22	27	70	70	594
19	27	70	70	513
23	19	70	70	437
19	20	70	70	380
24	26	70	70	624
21	27	70	70	567
23	20	70	70	460
20	21	70	70	420
22	25	70	70	550
29	25	70	70	725
19	25	70	70	475
20	28	70	70	560
25	19	70	70	475
28	26	70	70	728
23	24	70	70	552
23	25	70	70	575
21	22	70	70	462
21	28	70	70	588
26	19	70	70	494
22	22	70	70	484
19	22	70	70	418
28	23	70	70	644
22	24	70	70	528
25	25	70	70	625
29	22	70	70	638
27	28	70	70	756
28	22	70	70	616
25	28	70	70	700
20	20	70	70	400
20	26	70	70	520
25	23	70	70	575
22	21	70	70	462
29	19	70	70	551
23	29	70	70	667
25	20	70	70	500
26	29	70	70	754
28	28	70	70	784
150	150
70
27	26	70	70	702
19	22	70	70	418
19	29	70	70	551
20	21	70	70	420
24	24	70	70	576
19	28	70	70	532
27	29	70	70	783
19	19	70	70	361
21	24	70	70	504
29	29	70	70	841
26	21	70	70	546
19	25	70	70	475
25	19	70	70	475
29	19	70	70	551
29	22	70	70	638
21	19	70	70	399
20	29	70	70	580
28	26	70	70	728
23	29	70	70	667
29	25	70	70	725
28	23	70	70	644
24	26	70	70	624
23	22	70	70	506
21	26	70	70	546
23	20	70	70	460
25	26	70	70	650
25	23	70	70	575
22	19	70	70	418
20	25	70	70	500
24	20	70	70	480
23	19	70	70	437
22	28	70	70	616
29	23	70	70	667
26	23	70	70	598
24	21	70	70	504
26	19	70	70	494
28	27	70	70	756
24	29	70	70	696
20	20	70	70	400
25	20	70	70	500
28	25	70	70	700
22	29	70	70	638
25	21	70	70	525
24	19	70	70	456
21	27	70	70	567
20	23	70	70	460
27	28	70	70	756
28	19	70	70	532
20	26	70	70	520
29	27	70	70	783
21	29	70	70	609
29	20	70	70	580
26	26	70	70	676
28	22	70	70	616
25	29	70	70	725
19	20	70	70	380
19	24	70	70	456
21	21	70	70	441
23	23	70	70	529
21	20	70	70	420
20	28	70	70	560
27	20	70	70	540
20	19	70	70	380
25	28	70	70	700
19	27	70	70	513
29	28	70	70	812
26	29	70	70	754
21	25	70	70	525
19	26	70	70	494
26	27	70	70	702
150	150
70
29	29	70	70	841
20	23	70	70	460
28	19	70	70	532
29	28	70	70	812
19	27	70	70	513
23	19	70	70	437
25	20	70	70	500
29	21	70	70	609
28	26	70	70	728
21	28	70	70	588
26	21	70	70	546
19	19	70	70	361
22	26	70	70	572
19	22	70	70	418
26	28	70	70	728
19	28	70	70	532
25	27	70	70	675
19	29	70	70	551
22	22	70	70	484
24	25	70	70	600
19	20	70	70	380
25	19	70	70	475
23	28	70	70	644
28	23	70	70	644
26	29	70	70	754
20	20	70	70	400
29	19	70	70	551
26	25	70	70	650
28	22	70	70	616
21	23	70	70	483
19	24	70	70	456
20	22	70	70	440
22	28	70	70	616
28	21	70	70	588
28	29	70	70	812
21	27	70	70	567
23	29	70	70	667
22	19	70	70	418
23	26	70	70	598
21	19	70	70	399
29	27	70	70	783
27	21	70	70	567
25	28	70	70	700
19	21	70	70	399
20	21	70	70	420
24	24	70	70	576
29	20	70	70	580
24	27	70	70	648
26	22	70	70	572
28	28	70	70	784
29	26	70	70	754
29	23	70	70	667
23	21	70	70	483
20	19	70	70	380
25	25	70	70	625
20	26	70	70	520
22	24	70	70	528
20	29	70	70	580
25	24	70	70	600
24	29	70	70	696
23	20	70	70	460
24	28	70	70	672
20	24	70	70	480
27	22	70	70	594
21	22	70	70	462
29	22	70	70	638
29	24	70	70	696
26	24	70	70	624
22	29	70	70	638
28	27	70	70	756
150	150
70
26	28	70	70	728
19	29	70	70	551
20	28	70	70	560
29	28	70	70	812
26	21	70	70	546
19	24	70	70	456
28	28	70	70	784
26	19	70	70	494
19	28	70	70	532
20	22	70	70	440
27	20	70	70	540
29	19	70	70	551
26	29	70	70	754
28	27	70	70	756
21	24	70	70	504
20	19	70	70	380
28	29	70	70	812
27	23	70	70	621
19	27	70	70	513
22	24	70	70	528
19	23	70	70	437
20	20	70	70	400
28	20	70	70	560
22	20	70	70	440
22	29	70	70	638
19	21	70	70	399
29	24	70	70	696
29	21	70	70	609
29	23	70	70	667
24	29	70	70	696
23	21	70	70	483
29	20	70	70	580
29	29	70	70	841
28	26	70	70	728
25	19	70	70	475
21	29	70	70	609
19	20	70	70	380
20	27	70	70	540
23	19	70	70	437
26	22	70	70	572
21	20	70	70	420
28	25	70	70	700
19	22	70	70	418
21	19	70	70	399
27	22	70	70	594
20	21	70	70	420
22	26	70	70	572
20	29	70	70	580
27	29	70	70	783
27	26	70	70	702
21	22	70	70	462
21	28	70	70	588
25	29	70	70	725
29	25	70	70	725
29	27	70	70	783
29	26	70	70	754
24	28	70	70	672
25	27	70	70	675
25	22	70	70	550
24	26	70	70	624
26	23	70	70	598
24	27	70	70	648
20	23	70	70	460
19	19	70	70	361
22	23	70	70	506
20	25	70	70	500
29	22	70	70	638
22	21	70	70	462
23	20	70	70	460
28	19	70	70	532
150	150
70
19	23	70	70	437
29	26	70	70	754
29	19	70	70	551
28	29	70	70	812
29	29	70	70	841
20	25	70	70	500
25	23	70	70	575
22	29	70	70	638
27	21	70	70	567
19	29	70	70	551
20	22	70	70	440
22	26	70	70	572
21	26	70	70	546
28	19	70	70	532
27	29	70	70	783
24	23	70	70	552
23	29	70	70	667
24	21	70	70	504
19	27	70	70	513
26	20	70	70	520
28	25	70	70	700
29	28	70	70	812
29	25	70	70	725
19	21	70	70	399
28	23	70	70	644
19	22	70	70	418
27	24	70	70	648
23	24	70	70	552
19	19	70	70	361
29	24	70	70	696
23	22	70	70	506
